"서울특별시",10104515,4979523,5124992,10105206,4979040,5126166,10100987,4976047,5124940,10094889,4972616,5122273,10088393,4968609,5119784,10078850,4962774,5116076,10071654,4958550,5113104,10063197,4953797,5109400,10055027,4949180,5105847,10045027,4943565,5101462,10035597,4938482,5097115,10022181,4930943,5091238
"세종특별자치시",161716,81538,80178,169762,85432,84330,174920,87996,86924,178656,89856,88800,182028,91535,90493,185212,93058,92154,189478,95131,94347,194173,97435,96738,197964,99317,98647,202214,101444,100770,206044,103384,102660,210884,105752,105132
"울산광역시",1167232,601448,565784,1167385,601671,565714,1168692,602343,566349,1169433,602802,566631,1169658,602919,566739,1169768,602945,566823,1170232,603148,567084,1170640,603331,567309,1170980,603516,567464,1173050,604638,568412,1174051,605128,568923,1173534,604889,568645
"인천광역시",2904876,1460106,1444770,2906603,1460824,1445779,2908418,1461607,1446811,2910307,1462351,1447956,2912114,1463289,1448825,2914271,1464320,1449951,2916719,1465476,1451243,2918982,1466588,1452394,2920938,1467490,1453448,2923030,1468473,1454557,2924578,1469254,1455324,2925815,1469869,1455946
"전국",51342881,25675816,25667065,51360454,25683724,25676730,51378174,25691721,25686453,51395238,25699428,25695810,51413925,25707941,25705984,51431100,25715304,25715796,51448183,25722769,25725414,51465228,25730212,25735016,51482816,25738014,25744802,51500986,25746132,25754854,51515399,25752345,25763054,51529338,25758186,25771152
"전라남도",1904220,951388,952832,1903220,950919,952301,1902274,950455,951819,1902212,950418,951794,1902383,950626,951757,1902638,950693,951945,1903046,950924,952122,1903609,951080,952529,1904402,951404,952998,1905616,951942,953674,1905373,952039,953334,1908996,953881,955115
"전라북도",1871018,931297,939721,1870728,931158,939570,1869966,930629,939337,1869900,930512,939388,1869965,930503,939462,1869668,930224,939444,1869354,929977,939377,1869025,929786,939239,1869255,929975,939280,1869297,929906,939391,1869654,930163,939491,1869711,930255,939456
"제주특별자치도",608325,305152,303173,609612,305742,303870,611044,306484,304560,612505,307282,305223,613858,307946,305912,615250,308627,306623,617038,309475,307563,618447,310215,308232,620009,311012,308997,621661,311867,309794,622952,312618,310334,624395,313428,310967
"충청남도",2063050,1046373,1016677,2062924,1046408,1016516,2064229,1047300,1016929,2065609,1048079,1017530,2067096,1048852,1018244,2068444,1049546,1018898,2069109,1049886,1019223,2071333,1051093,1020240,2072314,1051681,1020633,2073340,1052186,1021154,2074956,1053086,1021870,2077649,1054439,1023210
"충청북도",1578531,795886,782645,1578253,795753,782500,1578748,796084,782664,1579291,796500,782791,1580042,796871,783171,1582181,797908,784273,1581840,797741,784099,1581792,797758,784034,1582080,797971,784109,1582656,798230,784426,1583053,798498,784555,1583952,798896,785056
