"서울특별시",10195064,5040263,5154801,10196434,5039921,5156513,10192057,5037288,5154769,10185955,5033615,5152340,10181807,5030777,5151030,10176560,5027540,5149020,10172002,5024805,5147197,10168997,5022491,5146506,10166691,5020717,5145974,10162099,5017958,5144141,10154180,5013816,5140364,10143645,5007869,5135776
"세종특별자치시",113911,58074,55837,115269,58788,56481,115955,59136,56819,116345,59322,57023,116842,59592,57250,117012,59661,57351,117369,59837,57532,117939,60134,57805,118273,60315,57958,118745,60573,58172,119309,60841,58468,122153,62205,59948
"울산광역시",1148130,590953,557177,1148713,591328,557385,1150215,592072,558143,1150708,592401,558307,1151340,592753,558587,1152039,593096,558943,1152765,593504,559261,1154208,594221,559987,1154382,594307,560075,1154956,594585,560371,1155867,595076,560791,1156480,595319,561161
"인천광역시",2846899,1432916,1413983,2850543,1434674,1415869,2853489,1436089,1417400,2856667,1437735,1418932,2859335,1439029,1420306,2861722,1440222,1421500,2864951,1441827,1423124,2867429,1442837,1424592,2870125,1444150,1425975,2873451,1445689,1427762,2876797,1447443,1429354,2879782,1448835,1430947
"전국",50965180,25511490,25453690,50991003,25523833,25467170,51003843,25529381,25474462,51018468,25535573,25482895,51034494,25542576,25491918,51047880,25548288,25499592,51064841,25555792,25509049,51081507,25562816,25518691,51098531,25570198,25528333,51115702,25577637,25538065,51127984,25582749,25545235,51141463,25588336,25553127
"전라남도",1907945,953646,954299,1907027,953187,953840,1906887,953029,953858,1906477,952701,953776,1906335,952587,953748,1906575,952627,953948,1906028,952185,953843,1905442,951751,953691,1905374,951699,953675,1905627,951800,953827,1906495,952316,954179,1907172,952597,954575
"전라북도",1872500,932953,939547,1872311,932775,939536,1871818,932551,939267,1871979,932581,939398,1871592,932389,939203,1871545,932383,939162,1871570,932396,939174,1871498,932366,939132,1871726,932457,939269,1871776,932338,939438,1872370,932629,939741,1872965,932894,940071
"제주특별자치도",584045,292406,291639,585231,293063,292168,586149,293568,292581,587153,294123,293030,588001,294503,293498,588618,294753,293865,589622,295300,294322,590450,295728,294722,591341,296180,295161,592199,296622,295577,593004,297098,295906,593806,297504,296302
"충청남도",2029769,1027427,1002342,2031839,1028533,1003306,2033019,1029334,1003685,2034946,1030529,1004417,2036661,1031473,1005188,2038322,1032365,1005957,2039668,1032957,1006711,2041263,1033946,1007317,2043056,1034918,1008138,2045203,1036052,1009151,2046550,1036832,1009718,2047631,1037421,1010210
"충청북도",1565670,789329,776341,1565697,789423,776274,1565972,789515,776457,1566920,790054,776866,1567548,790381,777167,1568860,790998,777862,1569348,791357,777991,1569731,791502,778229,1570486,791745,778741,1571704,792304,779400,1572158,792480,779678,1572732,792862,779870
