"행정구역(시군구)별",2013.01,2013.01,2013.01,2013.02,2013.02,2013.02,2013.03,2013.03,2013.03,2013.04,2013.04,2013.04,2013.05,2013.05,2013.05,2013.06,2013.06,2013.06,2013.07,2013.07,2013.07,2013.08,2013.08,2013.08,2013.09,2013.09,2013.09,2013.10,2013.10,2013.10,2013.11,2013.11,2013.11,2013.12,2013.12,2013.12
"행정구역(시군구)별",총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명)
"강원도",1537704,773698,764006,1536718,773279,763439,1538219,774195,764024,1539169,774656,764513,1539403,774728,764675,1539767,774977,764790,1540014,775045,764969,1540264,775162,765102,1540796,775541,765255,1541457,775932,765525,1542069,776443,765626,1542263,776498,765765
"경기도",12107216,6097807,6009409,12123024,6105695,6017329,12133590,6111112,6022478,12144383,6116350,6028033,12156714,6122656,6034058,12167575,6127936,6039639,12181553,6134709,6046844,12193532,6140842,6052690,12203080,6145500,6057580,12211807,6149461,6062346,12219786,6152044,6067742,12234630,6159193,6075437
"경상남도",3318979,1670527,1648452,3318548,1670391,1648157,3318175,1670416,1647759,3318877,1670878,1647999,3320074,1671631,1648443,3322702,1672886,1649816,3324324,1673629,1650695,3325351,1674101,1651250,3326527,1674641,1651886,3328969,1675958,1653011,3330810,1677018,1653792,3333820,1678592,1655228
"경상북도",2698263,1355427,1342836,2696802,1354904,1341898,2696554,1354666,1341888,2696341,1354501,1341840,2696447,1354424,1342023,2696833,1354594,1342239,2696446,1354496,1341950,2696492,1354361,1342131,2696705,1354402,1342303,2697450,1354764,1342686,2698619,1355462,1343157,2699440,1355951,1343489
"광주광역시",1470061,728843,741218,1470969,729362,741607,1470979,729250,741729,1471324,729412,741912,1471801,729629,742172,1471867,729695,742172,1472357,729951,742406,1472807,730191,742616,1473229,730342,742887,1473576,730586,742990,1473689,730623,743066,1472910,730216,742694
"대구광역시",2504945,1248869,1256076,2505040,1248840,1256200,2504623,1248307,1256316,2504888,1248182,1256706,2505083,1248184,1256899,2503728,1247423,1256305,2503604,1247377,1256227,2503400,1247193,1256207,2503679,1247251,1256428,2503648,1247204,1256444,2503283,1246930,1256353,2501588,1246071,1255517
"대전광역시",1525888,764201,761687,1527383,764912,762471,1527857,765095,762762,1528578,765375,763203,1529085,765683,763402,1529655,766027,763628,1530226,766341,763885,1530908,766628,764280,1531418,766838,764580,1532456,767235,765221,1533114,767527,765587,1532811,767309,765502
"부산광역시",3538191,1754151,1784040,3539455,1754758,1784697,3538285,1753758,1784527,3537758,1753158,1784600,3536426,1752157,1784269,3534500,1751105,1783395,3532994,1750076,1782918,3531796,1749362,1782434,3531643,1749195,1782448,3530579,1748576,1782003,3529884,1748171,1781713,3527635,1747000,1780635
