"행정구역(시군구)별",2012.01,2012.01,2012.01,2012.02,2012.02,2012.02,2012.03,2012.03,2012.03,2012.04,2012.04,2012.04,2012.05,2012.05,2012.05,2012.06,2012.06,2012.06,2012.07,2012.07,2012.07,2012.08,2012.08,2012.08,2012.09,2012.09,2012.09,2012.10,2012.10,2012.10,2012.11,2012.11,2012.11,2012.12,2012.12,2012.12
"행정구역(시군구)별",총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명),총인구수 (명),남자인구수 (명),여자인구수 (명)
"강원도",1535335,772718,762617,1534310,772155,762155,1536525,773580,762945,1537096,773835,763261,1537673,774212,763461,1537750,774162,763588,1538198,774287,763911,1538136,774161,763975,1538934,774550,764384,1538869,774412,764457,1539116,774578,764538,1538630,774273,764357
"경기도",11948596,6020446,5928150,11961481,6026826,5934655,11972408,6032275,5940133,11984985,6038558,5946427,11998173,6045184,5952989,12009150,6050717,5958433,12021422,6057142,5964280,12035714,6064456,5971258,12047601,6070096,5977505,12060335,6076566,5983769,12071878,6080869,5991009,12093299,6091035,6002264
"경상남도",3309559,1665308,1644251,3307822,1664550,1643272,3308081,1664719,1643362,3309325,1665176,1644149,3311574,1666383,1645191,3313207,1667237,1645970,3313689,1667629,1646060,3314183,1667738,1646445,3315343,1668268,1647075,3317523,1669395,1648128,3318202,1669863,1648339,3319314,1670545,1648769
"경상북도",2697104,1354649,1342455,2694794,1353574,1341220,2694822,1353601,1341221,2694944,1353626,1341318,2694930,1353648,1341282,2695113,1353724,1341389,2695263,1353639,1341624,2695008,1353243,1341765,2695316,1353486,1341830,2696180,1354012,1342168,2697569,1354791,1342778,2698353,1355294,1343059
"광주광역시",1465313,726529,738784,1466516,727092,739424,1466810,727255,739555,1466676,727206,739470,1466464,727060,739404,1466388,727057,739331,1467030,727255,739775,1467979,727763,740216,1468777,728097,740680,1469614,728516,741098,1470669,729100,741569,1469216,728406,740810
"대구광역시",2508370,1251881,1256489,2508563,1251815,1256748,2507586,1251107,1256479,2507310,1250813,1256497,2507022,1250583,1256439,2506977,1250491,1256486,2506969,1250452,1256517,2507715,1250650,1257065,2507791,1250552,1257239,2507571,1250263,1257308,2507910,1250472,1257438,2505644,1249320,1256324
"대전광역시",1517299,759905,757394,1518651,760544,758107,1519490,761177,758313,1520628,761742,758886,1521659,762228,759431,1522595,762685,759910,1522581,762642,759939,1522189,762435,759754,1522880,762885,759995,1523647,763214,760433,1524566,763776,760790,1524583,763671,760912
"부산광역시",3549501,1762043,1787458,3548640,1761464,1787176,3547141,1760266,1786875,3545806,1759456,1786350,3543688,1758013,1785675,3542239,1757050,1785189,3542218,1756971,1785247,3541431,1756404,1785027,3540802,1756003,1784799,3540098,1755498,1784600,3539273,1755039,1784234,3538484,1754479,1784005
