"서울특별시",10250134,5073567,5176567,10251297,5073607,5177690,10245782,5070498,5175284,10241387,5068038,5173349,10237054,5065291,5171763,10232281,5062494,5169787,10227761,5059710,5168051,10223243,5057182,5166061,10219334,5054851,5164483,10212445,5050639,5161806,10205843,5047103,5158740,10195318,5041336,5153982
"세종특별자치시",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103127,52624,50503,106625,54338,52287,108027,55022,53005,109823,55913,53910,111191,56596,54595,113117,57633,55484
"울산광역시",1136464,584309,552155,1136948,584696,552252,1137918,585316,552602,1139628,586133,553495,1140673,586803,553870,1140954,587128,553826,1141483,587424,554059,1142528,587910,554618,1143464,588361,555103,1145096,589212,555884,1146555,590055,556500,1147256,590424,556832
"인천광역시",2804287,1412355,1391932,2808286,1414357,1393929,2811410,1415761,1395649,2815158,1417617,1397541,2818348,1419119,1399229,2820994,1420391,1400603,2824150,1421784,1402366,2828342,1423909,1404433,2831729,1425557,1406172,2836080,1427719,1408361,2840308,1429856,1410452,2843981,1431593,1412388
"전국",50750837,25414026,25336811,50767313,25421655,25345658,50783029,25429184,25353845,50801531,25437643,25363888,50819380,25445721,25373659,50832898,25452027,25380871,50851082,25460414,25390668,50871606,25469682,25401924,50891223,25478622,25412601,50912264,25488080,25424184,50930805,25496262,25434543,50948272,25504060,25444212
"전라남도",1912725,956024,956701,1910664,954855,955809,1910746,955003,955743,1910533,954881,955652,1910689,954893,955796,1910707,954909,955798,1910298,954667,955631,1909493,954234,955259,1909212,954104,955108,1908998,954015,954983,1908834,953969,954865,1909618,954354,955264
"전라북도",1873491,933775,939716,1872933,933597,939336,1873678,933948,939730,1873333,933695,939638,1873141,933565,939576,1873093,933572,939521,1872830,933365,939465,1872957,933352,939605,1873134,933400,939734,1873353,933374,939979,1873561,933418,940143,1873341,933386,939955
"제주특별자치도",576507,288378,288129,577094,288701,288393,577812,289106,288706,578437,289409,289028,579260,289833,289427,579859,290194,289665,580794,290710,290084,581340,290971,290369,582022,291287,290735,582693,291659,291034,583293,291973,291320,583713,292213,291500
"충청남도",2103129,1064012,1039117,2106223,1065693,1040530,2108537,1066888,1041649,2110896,1068221,1042675,2112849,1069277,1043572,2114599,1070155,1044444,2021776,1022956,998820,2022434,1023386,999048,2023534,1024045,999489,2025274,1024888,1000386,2026849,1025776,1001073,2028777,1026812,1001965
"충청북도",1563023,788127,774896,1563091,788129,774962,1564283,788684,775599,1565389,789237,776152,1566183,789629,776554,1566992,790061,776931,1561493,787157,774336,1562289,787550,774739,1563323,788058,775265,1564665,788785,775880,1565188,789028,776160,1565628,789286,776342
