"행정구역별(1)",행정구역별(2),주민등록인구수(등록외국인포함) (명),합계,합계,합계,종합병원 (개),종합병원 (개),종합병원 (개),병원 (개),병원 (개),의원 (개),의원 (개),특수병원 (개),특수병원 (개),요양병원 (개),요양병원 (개),치과병(의)원 (개),치과병(의)원 (개),한방병원 (개),한방병원 (개),한의원 (개),한의원 (개),조산소 (개),조산소 (개),부속병·의원 (개),부속병·의원 (개),보건의료원 (개),보건소 (개),보건지소 (개),보건진료소 (개)
"부산광역시",수영구,177678,263,3288,1.85,2,699,0.11,8,873,103,243,-,-,8,1473,69,-,-,-,73,-,-,-,-,-,-,1,-,-
"부산광역시",사상구,254377,228,6047,2.38,2,966,0.08,12,2686,104,353,-,-,11,1959,55,-,1,80,39,-,2,3,2,-,-,1,-,-
"부산광역시",기장군,116064,114,1661,1.43,1,299,0.09,3,457,55,188,-,-,6,650,25,-,1,67,23,-,-,-,-,-,-,1,3,2
"대구광역시",소계,2527566,3286,32339,1.28,12,6449,0.05,107,14050,1547,3402,2,729,52,7434,764,15,4,228,789,0,3,32,6,0,0,8,10,9
"대구광역시",중구,76142,382,3406,4.47,3,2053,0.39,8,648,205,352,0,0,2,285,91,15,1,53,71,0,0,0,1,0,0,1,0,0
"대구광역시",동구,343644,393,3591,1.04,1,702,0.03,6,1176,192,549,0,0,9,1164,85,0,0,0,100,0,0,0,0,0,0,1,0,0
"대구광역시",서구,222173,260,3280,1.48,1,400,0.05,11,1286,121,362,0,0,7,1232,52,0,0,0,68,0,0,0,0,0,0,1,0,0
"대구광역시",남구,169616,223,4045,2.38,2,1673,0.12,8,1064,94,195,0,0,9,1113,52,0,0,0,57,0,0,0,1,0,0,1,0,0
"대구광역시",북구,452836,491,5966,1.32,2,651,0.04,16,2910,226,739,1,369,8,1275,125,0,0,0,110,0,1,22,2,0,0,1,1,0
"대구광역시",수성구,461157,662,3371,0.73,0,0,0.00,19,1782,296,471,0,0,6,934,157,0,3,175,180,0,1,9,0,0,0,1,0,0
"대구광역시",달서구,614330,698,6475,1.05,3,970,0.05,31,4025,329,575,0,0,7,904,165,0,0,0,162,0,1,1,0,0,0,1,1,0
"대구광역시",달성군,187668,177,2205,1.17,0,0,0.00,8,1159,84,159,1,360,4,527,37,0,0,0,41,0,0,0,2,0,0,1,8,9
"인천광역시",소계,2891286,2764,25747,0.89,16,6754,0.06,45,6025,1352,5058,1,291,45,6677,748,5,13,799,538,138,2,0,4,0,0,9,18,15
"인천광역시",중구,102334,93,1929,1.89,3,1467,0.29,0,0,45,188,0,0,2,274,29,0,0,0,14,0,0,0,0,0,0,1,2,1
"인천광역시",동구,77772,85,865,1.11,2,568,0.26,0,0,40,297,0,0,0,0,22,0,0,0,19,0,0,0,2,0,0,1,0,0
"인천광역시",미추홀구,421177,406,3445,0.82,1,321,0.02,6,721,198,1104,0,0,8,1140,111,0,2,105,80,54,0,0,0,0,0,1,0,0
"인천광역시",연수구,296476,244,1687,0.57,2,477,0.07,3,281,120,383,0,0,3,500,68,0,1,44,47,2,0,0,0,0,0,1,0,0
"인천광역시",남동구,514436,580,4303,0.84,1,1371,0.02,6,628,304,784,0,0,9,1371,145,0,2,149,113,0,0,0,0,0,0,1,1,0
"인천광역시",부평구,566793,596,4818,0.85,2,1036,0.04,17,2196,290,717,0,0,4,637,163,5,3,199,115,28,0,0,2,0,0,1,1,0
"인천광역시",계양구,345126,337,3516,1.02,1,482,0.03,6,849,158,668,0,0,9,1313,95,0,2,150,65,54,1,0,0,0,0,1,1,0
"인천광역시",서구,479655,367,4312,0.90,4,1032,0.08,5,1160,176,817,0,0,8,1151,101,0,3,152,69,0,1,0,0,0,0,1,1,0
"인천광역시",강화군,67358,52,826,1.23,0,0,0.00,1,160,20,84,1,291,2,291,13,0,0,0,15,0,0,0,0,0,0,1,12,14
"인천광역시",옹진군,20159,4,46,0.23,0,0,0.00,1,30,1,16,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"광주광역시",소계,1483708,1822,27408,1.85,21,6901,0.14,64,7504,831,2663,4,882,28,6395,518,19,47,2947,300,96,1,1,8,0,0,5,4,10
"광주광역시",동구,106658,237,4361,4.09,3,1813,0.28,7,659,129,471,2,491,3,707,57,5,2,187,33,28,0,0,1,0,0,1,0,0
"광주광역시",서구,317923,439,4425,1.39,5,1234,0.16,12,1218,200,594,0,0,4,628,122,0,11,695,84,56,0,0,1,0,0,1,1,1
"광주광역시",남구,219385,254,4390,2.00,3,1096,0.14,7,801,112,485,0,0,4,1387,77,0,8,621,43,0,0,0,0,0,0,1,1,2
"광주광역시",북구,447587,505,6923,1.55,5,1138,0.11,20,2749,225,583,1,95,7,1477,148,14,16,866,80,0,1,1,2,0,0,1,1,0
"광주광역시",광산구,392155,387,7309,1.86,5,1620,0.13,18,2077,165,530,1,296,10,2196,114,0,10,578,60,12,0,0,4,0,0,1,1,7
"대전광역시",소계,1539154,2049,21026,1.37,8,5152,0.05,33,3283,996,4365,5,1013,44,6643,481,27,5,464,467,36,1,0,9,43,0,5,8,8
"대전광역시",동구,255085,312,2659,1.04,1,340,0.04,1,64,147,734,1,140,9,1268,68,-,1,79,82,20,-,-,2,14,-,1,2,1
"대전광역시",중구,265670,390,6130,2.31,3,2405,0.11,7,765,188,1018,-,-,14,1822,92,5,1,99,84,16,1,-,-,-,-,1,1,1
"대전광역시",서구,499839,797,6992,1.40,2,1776,0.04,20,1527,397,1495,1,413,10,1484,190,11,3,286,172,-,-,-,2,-,-,1,2,1
"대전광역시",유성구,310952,339,3019,0.97,1,254,0.03,3,515,155,582,1,59,8,1580,83,-,-,-,84,-,-,-,4,29,-,1,2,4
"대전광역시",대덕구,207608,211,2226,1.07,1,377,0.05,2,412,109,536,2,401,3,489,48,11,-,-,45,-,-,-,1,-,-,1,1,1
"울산광역시",소계,1166503,1236,13053,1.12,4,2230,0.03,41,4681,524,1522,2,413,37,3989,343,13,3,197,276,8,0,0,6,0,0,5,8,11
"울산광역시",중구,234966,232,2510,1.07,1,607,0.04,11,907,98,129,-,-,7,867,62,-,-,-,53,-,-,-,-,-,-,1,-,-
"울산광역시",남구,351466,539,5139,1.46,1,378,0.03,18,1949,228,546,2,413,17,1643,151,13,3,197,118,-,-,-,1,-,-,1,1,-
"울산광역시",동구,179743,168,1750,0.97,1,805,0.06,1,48,78,472,-,-,3,425,46,-,-,-,37,-,-,-,2,-,-,1,-,-
"울산광역시",북구,186263,145,891,0.48,-,-,0.00,4,445,60,183,-,-,3,263,46,-,-,-,31,-,-,-,1,-,-,1,-,2
"울산광역시",울주군,214065,152,2763,1.29,1,440,0.05,7,1332,60,192,-,-,7,791,38,-,-,-,37,8,-,-,2,-,-,1,7,9
"세종특별자치시",소계,115388,99,1054,0.91,0,0,0.00,1,91,51,152,1,120,5,691,19,0,0,0,21,0,0,0,1,0,0,0,10,7
"경기도",소계,12381550,12287,112517,0.91,55,21580,0.04,245,26303,6264,19302,41,10869,213,32135,3091,21,32,1713,2308,332,7,18,31,244,1,44,136,151
"경기도",수원시,1147955,1441,9199,0.80,4,2462,0.03,26,2066,770,1813,5,927,11,1760,348,0,2,137,270,12,0,0,5,22,0,4,0,0
"경기도",성남시,994271,1391,8152,0.82,5,2753,0.05,15,2303,669,1492,0,0,8,1437,410,3,2,133,279,31,0,0,3,0,0,3,1,0
"경기도",의정부시,432760,330,5156,1.19,3,1139,0.07,16,2314,222,590,4,809,2,252,1,0,1,52,81,0,0,0,0,0,0,1,0,0
"경기도",안양시,618230,711,4478,0.72,4,1730,0.06,11,901,334,827,0,0,7,860,203,0,3,160,149,0,0,0,0,0,0,2,0,0
"경기도",부천시,885949,690,10295,1.16,5,2326,0.06,22,2374,498,1749,4,558,20,3025,106,0,4,250,29,0,2,13,0,0,0,3,0,0
"경기도",광명시,360004,381,1851,0.51,1,436,0.03,3,249,184,653,0,0,3,493,113,0,0,0,75,20,1,0,1,0,0,1,0,0
"경기도",평택시,447337,413,3471,0.78,3,795,0.07,13,1329,200,905,0,0,4,420,103,0,0,0,86,14,1,1,3,7,0,2,8,11
"경기도",동두천시,99666,59,1838,1.84,0,0,0.00,2,281,34,170,1,270,8,1117,0,0,0,0,14,0,0,0,0,0,0,1,0,0
"경기도",안산시,758573,680,8402,1.11,4,1576,0.05,23,1740,319,1497,1,196,23,2974,181,0,7,330,120,88,2,1,0,0,0,2,3,0
"경기도",고양시,981220,1196,11003,1.12,5,3185,0.05,20,2461,636,1409,1,299,22,3487,282,7,2,102,227,53,0,0,1,0,0,3,0,0
"경기도",과천시,71378,60,13,0.02,0,0,0.00,0,0,29,13,0,0,0,0,18,0,0,0,11,0,0,0,2,0,0,1,0,0
"경기도",구리시,193745,250,2107,1.09,1,597,0.05,9,907,117,388,1,135,1,80,73,0,0,0,48,0,0,0,0,0,0,1,2,0
"경기도",남양주시,604864,524,5245,0.87,3,847,0.05,12,1169,243,959,2,522,10,1748,140,0,0,0,114,0,0,0,0,0,0,1,11,4
"경기도",오산시,205245,178,1094,0.53,2,0,0.10,1,223,82,285,1,486,3,100,55,0,0,0,34,0,0,0,0,0,0,1,0,0
"경기도",시흥시,420445,337,3931,0.93,3,654,0.07,6,583,165,1007,0,0,9,1396,89,0,5,237,59,51,1,3,0,0,0,1,1,4
"경기도",군포시,292201,273,2134,0.73,1,317,0.03,3,363,128,327,2,476,5,580,81,0,1,71,51,0,0,0,1,0,0,1,0,0
"경기도",의왕시,156003,131,2539,1.63,0,480,0.00,1,47,59,263,2,1058,2,686,36,5,1,0,27,0,0,0,3,0,0,1,0,-
"경기도",하남시,147890,150,845,0.57,0,0,0.00,4,200,74,112,0,0,1,391,40,0,0,30,31,0,0,0,0,112,0,1,0,0
"경기도",용인시,930058,863,8167,0.88,3,586,0.03,9,1218,397,863,6,2425,15,3058,258,6,0,0,173,0,0,0,2,11,0,3,7,10
"경기도",파주시,402126,350,2813,0.70,1,172,0.02,11,767,182,634,1,299,8,900,80,0,1,31,64,0,0,0,2,10,0,1,5,7
"경기도",이천시,209339,186,1697,0.81,0,0,0.00,2,351,89,453,2,587,2,306,48,0,0,0,43,0,0,0,0,0,0,1,7,11
"경기도",안성시,188919,166,2463,1.30,1,151,0.05,3,274,75,221,1,299,11,1518,43,0,0,0,30,0,0,0,2,0,0,1,12,17
"경기도",김포시,299119,249,2595,0.87,2,616,0.07,6,689,105,403,1,130,5,607,74,0,2,150,54,0,0,0,0,0,0,1,7,7
"경기도",화성시,550649,453,3719,0.68,2,492,0.04,9,911,205,819,2,473,7,929,132,0,0,0,93,58,0,0,3,37,0,1,14,11
"경기도",광주시,284762,261,1432,0.50,0,0,0.00,4,376,171,405,1,200,2,450,48,0,0,0,34,1,0,0,1,0,0,1,8,12
"경기도",양주시,207321,132,2093,1.01,0,0,0.00,4,822,63,142,1,261,5,868,32,0,0,0,27,0,0,0,0,0,0,1,2,3
"경기도",포천시,168145,112,1682,1.00,2,266,0.12,3,512,52,284,0,0,6,620,29,0,0,0,20,0,0,0,0,0,0,1,12,9
"경기도",연천군,46328,52,851,1.84,0,0,0.00,3,467,22,122,0,0,2,228,9,0,1,30,15,4,0,0,0,0,1,-,7,7
"경기도",가평군,61788,39,275,0.45,0,0,0.00,0,0,17,146,0,0,1,129,14,0,0,0,7,0,0,0,0,0,0,1,10,11
"경기도",양평군,103331,126,942,0.91,0,0,0.00,2,209,76,170,0,0,6,563,19,0,0,0,23,0,0,0,0,0,0,1,10,14
"강원도",소계,1551531,1412,16875,1.09,15,5228,0.10,37,4843,671,2758,5,1278,23,2549,333,15,2,124,320,52,1,1,5,27,2,16,102,129
"강원도",춘천시,276131,274,3441,1.25,2,895,0.07,4,545,134,451,2,699,6,797,70,-,1,54,54,-,-,-,1,-,-,1,10,13
"강원도",원주시,326321,358,4259,1.31,2,1055,0.06,13,1508,163,771,2,395,4,437,86,-,1,70,87,23,-,-,-,-,-,1,9,8
"강원도",강릉시,219274,208,2659,1.21,4,1601,0.18,2,431,104,202,1,184,2,226,47,15,-,-,47,-,-,-,1,-,-,1,8,9
"강원도",동해시,94440,93,1443,1.53,1,378,0.11,2,612,49,225,-,-,2,228,20,-,-,-,18,-,-,-,1,-,-,1,2,-
"강원도",태백시,49756,43,772,1.55,1,540,0.20,-,-,25,232,-,-,-,-,10,-,-,-,7,-,-,-,-,-,-,1,1,1
"강원도",속초시,84279,109,983,1.17,1,161,0.12,3,476,56,238,-,-,1,79,24,-,-,-,24,29,-,-,-,-,-,1,-,-
"강원도",삼척시,73194,52,457,0.62,1,117,0.14,1,138,28,122,-,-,1,80,10,-,-,-,11,-,-,-,-,-,-,1,8,6
"강원도",홍천군,70401,58,838,1.19,1,132,0.14,2,268,26,173,-,-,3,265,14,-,-,-,12,-,-,-,-,-,-,1,8,18
"강원도",횡성군,45104,32,220,0.49,-,-,0.00,2,188,12,31,-,-,-,-,6,-,-,-,11,-,1,1,-,-,-,1,8,8
"강원도",영월군,40439,27,450,1.11,1,210,0.25,1,79,12,56,-,-,1,78,5,-,-,-,6,-,-,-,1,27,-,1,8,5
"강원도",평창군,43912,30,100,0.23,-,-,0.00,-,-,11,32,-,-,1,68,9,-,-,-,9,-,-,-,-,-,1,-,7,15
"강원도",정선군,40240,20,429,1.07,-,-,0.00,3,395,7,34,-,-,-,-,5,-,-,-,5,-,-,-,-,-,-,1,7,11
"강원도",철원군,48469,33,474,0.98,1,139,0.21,-,-,16,118,-,-,1,217,7,-,-,-,8,-,-,-,-,-,-,1,4,7
"강원도",화천군,25194,15,16,0.06,-,-,0.00,-,-,7,16,-,-,-,-,4,-,-,-,4,-,-,-,-,-,1,-,4,6
"강원도",양구군,23039,12,161,0.70,-,-,0.00,3,161,2,-,-,-,-,-,4,-,-,-,2,-,-,-,1,-,-,1,4,3
"강원도",인제군,32769,21,167,0.51,-,-,0.00,1,42,8,51,-,-,1,74,4,-,-,-,7,-,-,-,-,-,-,1,5,5
"강원도",고성군,30516,14,0,0.00,-,-,0.00,-,-,5,-,-,-,-,-,4,-,-,-,5,-,-,-,-,-,-,1,4,9
"강원도",양양군,28053,13,6,0.02,-,-,0.00,-,-,6,6,-,-,-,-,4,-,-,-,3,-,-,-,-,-,-,1,5,5
"충청북도",소계,1590457,1530,18637,1.17,11,4090,0.07,35,4407,759,3062,5,2296,32,4415,328,0,4,250,347,30,1,0,8,87,0,13,95,158
"충청북도",청주시,672849,739,6277,0.93,6,2615,0.09,15,1358,362,1237,0,0,8,871,169,0,2,108,172,30,1,0,4,58,0,2,1,2
"충청북도",충주시,211395,203,2589,1.22,2,791,0.09,3,391,112,564,0,0,5,742,42,0,1,72,37,0,0,0,1,29,0,1,13,16
"충청북도",제천시,138968,155,2499,1.80,2,504,0.14,0,0,81,534,1,500,6,891,26,0,1,70,38,0,0,0,0,0,0,1,8,11
"충청북도",보은군,34812,30,656,1.88,0,0,0.00,2,310,15,29,0,0,2,317,4,0,0,0,7,0,0,0,0,0,0,1,7,15
"충청북도",옥천군,53916,56,1051,1.95,1,180,0.19,0,0,28,133,1,120,3,618,10,0,0,0,13,0,0,0,0,0,0,1,8,17
"충청북도",영동군,51180,48,669,1.31,0,0,0.00,1,151,23,99,0,0,3,419,8,0,0,0,13,0,0,0,0,0,0,1,10,17
"충청북도",증평군,34707,34,195,0.56,0,0,0.00,2,168,17,27,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,1,1,1
"충청북도",진천군,66567,52,578,0.87,0,0,0.00,1,299,25,80,0,0,1,199,12,0,0,0,12,0,0,0,1,0,0,1,6,7
"충청북도",괴산군,38316,23,333,0.87,0,0,0.00,2,160,10,23,1,116,1,34,5,0,0,0,4,0,0,0,0,0,0,1,12,17
"충청북도",음성군,98279,81,2581,2.63,0,0,0.00,5,1008,39,205,1,1260,1,108,18,0,0,0,17,0,0,0,0,0,0,1,8,18
"충청북도",단양군,31482,16,224,0.71,0,0,0.00,1,87,6,65,0,0,1,72,4,0,0,0,4,0,0,0,0,0,0,1,7,14
"충청남도",소계,2074918,1965,24927,1.20,12,4672,0.06,43,4669,979,4314,14,3786,49,7118,452,13,5,273,398,57,0,0,13,25,2,13,151,233
"충청남도",천안시,595726,613,6905,1.16,4,2139,0.07,17,1731,292,1233,2,341,9,1238,144,13,2,156,139,29,0,0,4,25,0,1,13,18
"충청남도",공주시,119157,135,3359,2.82,1,227,0.08,1,98,70,443,2,1370,6,1193,23,0,0,0,31,28,0,0,1,0,0,1,10,18
"충청남도",보령시,107438,113,1300,1.21,1,220,0.09,3,359,55,235,1,200,3,243,21,0,1,43,28,0,0,0,0,0,0,1,10,17
"충청남도",아산시,291727,235,2607,0.89,0,0,0.00,4,643,110,358,3,880,5,726,62,0,0,0,48,0,0,0,3,0,0,1,11,16
"충청남도",서산시,166214,135,1120,0.67,2,504,0.12,1,104,66,343,0,0,1,126,33,0,1,43,31,0,0,0,0,0,0,1,10,16
"충청남도",논산시,129921,152,2417,1.86,1,662,0.08,1,120,79,428,1,147,7,1060,26,0,0,0,37,0,0,0,0,0,0,1,13,26
"충청남도",계룡시,41703,39,146,0.35,0,0,0.00,1,103,17,43,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,1,1,0
"충청남도",당진시,159005,126,756,0.48,1,285,0.06,3,119,74,272,0,0,1,80,45,0,0,0,0,0,0,0,2,0,0,1,11,19
"충청남도",금산군,56804,50,761,1.34,0,0,0.00,1,78,34,140,0,0,3,543,11,0,0,0,0,0,0,0,1,0,0,1,9,8
"충청남도",부여군,74126,70,1324,1.79,0,0,0.00,2,141,34,190,2,439,3,554,11,0,0,0,18,0,0,0,0,0,0,1,15,20
"충청남도",서천군,59836,47,1192,1.99,0,0,0.00,5,838,30,174,1,180,0,0,11,0,0,0,0,0,0,0,0,0,0,1,10,17
"충청남도",청양군,32537,23,229,0.70,0,0,0.00,2,117,9,20,0,0,1,92,5,0,0,0,6,0,0,0,0,0,1,0,9,13
"충청남도",홍성군,89990,87,1583,1.76,1,430,0.11,1,42,38,81,2,229,5,770,20,0,1,31,17,0,0,0,2,0,0,1,11,14
"충청남도",예산군,87298,84,700,0.80,1,205,0.11,1,176,43,211,0,0,2,108,17,0,0,0,20,0,0,0,0,0,0,1,11,16
"충청남도",태안군,63436,56,528,0.83,0,0,0.00,0,0,28,143,0,0,3,385,13,0,0,0,12,0,0,0,0,0,1,0,7,15
"전라북도",소계,1895371,2179,32969,1.74,13,5233,0.07,68,8172,1071,4363,3,1116,71,12743,469,7,16,1150,465,140,0,0,3,45,4,10,149,237
"전라북도",전주시,654040,905,13420,2.05,4,2187,0.06,35,3525,426,1508,0,0,27,5414,213,0,9,707,190,63,0,0,1,16,0,1,1,3
"전라북도",군산시,282762,289,3045,1.08,2,674,0.07,6,797,149,685,0,0,6,736,56,0,2,124,66,0,0,0,2,29,0,1,12,19
"전라북도",익산시,310206,330,4266,1.38,2,1069,0.06,6,471,156,898,0,0,11,1612,78,7,2,157,75,52,0,0,0,0,0,1,15,24
"전라북도",정읍시,121234,135,1999,1.65,1,250,0.08,5,491,70,246,0,0,3,1012,28,0,0,0,28,0,0,0,0,0,0,1,16,26
"전라북도",남원시,87797,104,1764,2.01,2,596,0.23,1,100,58,195,1,299,3,494,18,0,1,80,20,0,0,0,0,0,0,1,15,23
"전라북도",김제시,93970,102,3216,3.42,0,0,0.00,6,1263,53,266,2,817,5,788,16,0,2,82,18,0,0,0,0,0,0,1,14,25
"전라북도",완주군,88101,73,2255,2.56,0,0,0.00,3,975,34,80,0,0,7,1175,14,0,0,0,15,25,0,0,0,0,0,1,12,17
"전라북도",진안군,27253,21,208,0.76,0,0,0.00,1,145,13,63,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,10,12
"전라북도",무주군,25510,23,108,0.42,0,0,0.00,0,0,13,11,0,0,1,97,4,0,0,0,5,0,0,0,0,0,1,0,5,9
"전라북도",장수군,23490,16,40,0.17,0,0,0.00,0,0,8,40,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,5,11
"전라북도",임실군,30264,30,253,0.84,0,0,0.00,1,103,14,66,0,0,1,84,5,0,0,0,9,0,0,0,0,0,1,0,11,20
"전라북도",순창군,30343,27,628,2.07,0,0,0.00,1,43,15,58,0,0,1,527,5,0,0,0,5,0,0,0,0,0,1,0,10,17
"전라북도",고창군,61048,60,750,1.23,1,160,0.16,1,50,33,56,0,0,4,484,11,0,0,0,10,0,0,0,0,0,0,1,12,20
"전라북도",부안군,59353,64,1017,1.71,1,297,0.17,2,209,29,191,0,0,2,320,14,0,0,0,16,0,0,0,0,0,0,1,11,11
