"시도별(1)","연령별(1)","성별(1)",중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위),중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)
"울산광역시","15 - 19세","여자",37528,37169,36244,35115,34857,33248,31200
"울산광역시","20 - 24세","남자",36628,40079,43259,45163,46289,46328,44891
"울산광역시","20 - 24세","여자",26497,28421,31268,33196,33206,33069,32252
"울산광역시","25 - 29세","남자",41421,39604,38920,40171,42747,43377,43114
"울산광역시","25 - 29세","여자",35948,33709,32010,31584,32417,32782,32897
"울산광역시","30 - 34세","남자",48698,50526,51446,51455,49827,47244,43808
"울산광역시","30 - 34세","여자",42491,44198,45080,44910,42919,40609,37341
"울산광역시","35 - 39세","남자",49529,48047,47297,47279,48848,50339,51302
"울산광역시","35 - 39세","여자",47749,45546,43947,43002,43596,44645,45898
"울산광역시","40 - 44세","남자",54887,54694,54295,53096,51946,49700,47786
"울산광역시","40 - 44세","여자",54987,55024,54567,52831,51118,48663,45829
"울산광역시","45 - 49세","남자",56619,56136,55058,56346,56170,55003,54291
"울산광역시","45 - 49세","여자",51317,51785,52034,54605,55384,55528,55180
"울산광역시","50 - 54세","남자",51742,53754,55780,55833,56037,55298,54875
"울산광역시","50 - 54세","여자",48328,50029,51660,51704,51954,50945,51229
"울산광역시","55 - 59세","남자",35202,37610,40364,43684,46348,49974,51758
"울산광역시","55 - 59세","여자",32365,35033,38006,41283,43894,47524,48789
"울산광역시","60 - 64세","남자",22885,24538,25926,27408,30013,32648,34717
"울산광역시","60 - 64세","여자",20602,22287,23839,25526,28386,31436,33890
"울산광역시","65 - 69세","남자",13978,14798,15771,17407,18875,20814,22316
"울산광역시","65 - 69세","여자",14579,15038,15666,16813,18139,19893,21403
"울산광역시","70 - 74세","남자",9444,10357,11505,11921,12480,12394,13138
"울산광역시","70 - 74세","여자",12074,12924,13827,14230,14570,14071,14465
"울산광역시","75 - 79세","남자",4986,5431,5913,6534,7094,7702,8557
"울산광역시","75 - 79세","여자",9020,9587,10124,10560,11199,11630,12158
"울산광역시","80세이상","남자",3045,3307,3605,4005,4462,5014,5532
"울산광역시","80세이상","여자",9866,10491,11097,11872,12651,13736,14542
"울산광역시","80 - 84세","남자",2089,2291,2538,2821,3199,3583,3951
"울산광역시","80 - 84세","여자",5775,6066,6374,6815,7270,7975,8384
"울산광역시","85 - 89세","남자",724,772,817,902,972,1111,1260
"울산광역시","85 - 89세","여자",2985,3209,3338,3575,3804,4043,4264
"울산광역시","90 - 94세","남자",202,213,217,242,239,265,263
"울산광역시","90 - 94세","여자",911,987,1152,1250,1312,1419,1545
"울산광역시","95 - 99세","남자",30,30,32,38,48,53,55
"울산광역시","95 - 99세","여자",174,208,210,206,230,266,311
"울산광역시","100세 이상","남자",0,1,1,2,4,2,3
"울산광역시","100세 이상","여자",21,21,23,26,35,33,38
"세종특별자치시","계","남자",-,52900,61123,68048,94881,118560,133811
"세종특별자치시","계","여자",-,49257,57340,64389,92321,115850,131706
"세종특별자치시","0 - 4세","남자",-,2275,3074,3563,6402,8323,9372
"세종특별자치시","0 - 4세","여자",-,2298,2994,3538,6067,7774,8817
"세종특별자치시","5 - 9세","남자",-,2196,3061,3629,6226,8347,9793
"세종특별자치시","5 - 9세","여자",-,2165,3022,3526,6112,8204,9512
"세종특별자치시","10 - 14세","남자",-,2650,3315,3655,5507,6809,7973
"세종특별자치시","10 - 14세","여자",-,2634,3220,3485,5293,6767,7919
"세종특별자치시","15 - 19세","남자",-,4089,4295,4540,5898,7223,7960
"세종특별자치시","15 - 19세","여자",-,3819,4147,4537,5793,6974,7755
"세종특별자치시","20 - 24세","남자",-,5421,5840,6197,7406,9283,9564
"세종특별자치시","20 - 24세","여자",-,3731,4127,4676,6040,7439,7893
"세종특별자치시","25 - 29세","남자",-,3787,4196,4724,6102,7521,8338
"세종특별자치시","25 - 29세","여자",-,2534,2784,3238,4909,6563,7577
"세종특별자치시","30 - 34세","남자",-,3840,4525,5068,7536,9517,10136
"세종특별자치시","30 - 34세","여자",-,3145,4029,4804,8064,9992,10786
"세종특별자치시","35 - 39세","남자",-,4060,4899,5440,8841,11740,13641
"세종특별자치시","35 - 39세","여자",-,3257,4333,5050,8917,11981,14276
"세종특별자치시","40 - 44세","남자",-,4141,5418,6310,9668,11948,13366
"세종특별자치시","40 - 44세","여자",-,3297,4319,5142,8420,10798,12380
"세종특별자치시","45 - 49세","남자",-,3788,4302,5260,7270,9618,11604
"세종특별자치시","45 - 49세","여자",-,3290,3703,4345,6096,8089,9852
"세종특별자치시","50 - 54세","남자",-,4167,4662,5006,6388,7265,8275
"세종특별자치시","50 - 54세","여자",-,3788,4253,4482,5655,6593,7491
"세종특별자치시","55 - 59세","남자",-,3404,3879,4328,5422,6776,7765
"세종특별자치시","55 - 59세","여자",-,3335,3644,4039,5201,6601,7492
"세종특별자치시","60 - 64세","남자",-,2567,2781,2989,3827,4830,5654
"세종특별자치시","60 - 64세","여자",-,2627,2850,3090,3890,4970,5766
"세종특별자치시","65 - 69세","남자",-,2038,2069,2249,2805,3360,3782
"세종특별자치시","65 - 69세","여자",-,2334,2381,2513,3020,3596,4041
"세종특별자치시","70 - 74세","남자",-,1979,2150,2183,2312,2441,2620
"세종특별자치시","70 - 74세","여자",-,2595,2779,2778,2958,3007,3120
"세종특별자치시","75 - 79세","남자",-,1475,1551,1662,1804,1925,2101
"세종특별자치시","75 - 79세","여자",-,2166,2225,2363,2628,2827,3046
"세종특별자치시","80세이상","남자",-,1023,1106,1245,1467,1634,1867
"세종특별자치시","80세이상","여자",-,2242,2530,2783,3258,3675,3983
"세종특별자치시","80 - 84세","남자",-,673,731,822,982,1103,1262
"세종특별자치시","80 - 84세","여자",-,1354,1516,1638,1882,2125,2257
"세종특별자치시","85 - 89세","남자",-,268,268,302,357,414,473
"세종특별자치시","85 - 89세","여자",-,621,690,803,977,1100,1216
"세종특별자치시","90 - 94세","남자",-,69,90,110,112,105,113
"세종특별자치시","90 - 94세","여자",-,209,263,271,329,357,405
"세종특별자치시","95 - 99세","남자",-,12,15,8,14,12,19
"세종특별자치시","95 - 99세","여자",-,52,52,59,58,75,86
"세종특별자치시","100세 이상","남자",-,1,2,3,2,0,0
"세종특별자치시","100세 이상","여자",-,6,9,12,12,18,19
"경기도","계","남자",5991599,6060641,6131745,6209792,6282002,6367061,6467424
"경기도","계","여자",5833711,5913841,5994529,6072221,6141015,6233252,6318366
"경기도","0 - 4세","남자",322634,323194,319845,316786,315448,310353,301720
"경기도","0 - 4세","여자",304081,305276,302626,300821,300350,295627,287115
"경기도","5 - 9세","남자",324066,317821,320320,318386,318939,326497,330113
"경기도","5 - 9세","여자",302327,297968,301546,299905,300214,308609,312204
"경기도","10 - 14세","남자",410447,395555,377773,362292,340776,322556,316240
"경기도","10 - 14세","여자",380617,367318,350185,337130,318414,301683,297733
"경기도","15 - 19세","남자",435333,433701,426886,417155,409715,401796,388032
"경기도","15 - 19세","여자",393917,391567,387495,382403,381873,377025,362858
"경기도","20 - 24세","남자",376762,397506,417966,434033,444235,453892,454816
"경기도","20 - 24세","여자",345580,361524,377867,389287,392563,398137,398146
"경기도","25 - 29세","남자",451833,429501,416994,419052,428415,438515,462453
"경기도","25 - 29세","여자",412256,391850,379041,375750,378036,385097,401186
"경기도","30 - 34세","남자",516067,526395,533045,531887,513643,496070,479565
"경기도","30 - 34세","여자",486744,496709,500374,494063,471752,452995,431983
"경기도","35 - 39세","남자",577486,555776,537450,524777,530344,544073,563169
"경기도","35 - 39세","여자",547599,528981,513510,500500,503864,514701,530530
"경기도","40 - 44세","남자",587812,601724,611615,608171,598894,578966,564172
"경기도","40 - 44세","여자",563065,578205,587001,582215,573087,555440,540370
"경기도","45 - 49세","남자",540104,543225,537358,558906,568094,584922,602878
"경기도","45 - 49세","여자",503500,509703,513844,542435,553893,573778,588739
"경기도","50 - 54세","남자",487902,509287,531608,536868,540892,535265,542333
"경기도","50 - 54세","여자",457624,479985,502822,508309,512713,509089,518799
"경기도","55 - 59세","남자",317919,345351,379203,415771,446830,485844,508428
"경기도","55 - 59세","여자",309526,335422,365777,400247,430565,471289,492801
"경기도","60 - 64세","남자",214988,225459,236686,252916,282235,317166,344827
"경기도","60 - 64세","여자",223468,232315,242741,257705,286330,320629,347627
"경기도","65 - 69세","남자",164771,171504,179336,190203,201703,211876,222816
"경기도","65 - 69세","여자",188862,194000,199646,208419,219366,229904,238781
"경기도","70 - 74세","남자",129651,138955,147431,150630,155793,156395,163446
"경기도","70 - 74세","여자",166114,176257,184998,187486,191248,189448,195340
"경기도","75 - 79세","남자",79030,86261,93211,100436,106854,114093,124266
"경기도","75 - 79세","여자",122665,131030,138670,146848,153185,159689,169753
"경기도","80세이상","남자",54794,59426,65018,71523,79192,88782,98150
"경기도","80세이상","여자",125766,135731,146386,158698,173562,190112,204401
"경기도","80 - 84세","남자",35330,38672,42628,46923,52510,59555,65862
"경기도","80 - 84세","여자",73515,79182,84900,90855,98486,108619,116374
"경기도","85 - 89세","남자",14739,15361,16092,17629,19160,21382,23931
"경기도","85 - 89세","여자",36800,39198,41582,46649,51885,55903,60154
"경기도","90 - 94세","남자",4064,4644,5464,5988,6304,6404,6633
"경기도","90 - 94세","여자",12548,14057,16343,17409,18696,20451,21953
"경기도","95 - 99세","남자",592,672,756,896,1102,1319,1590
"경기도","95 - 99세","여자",2538,2895,3150,3343,3927,4488,5188
"경기도","100세 이상","남자",69,77,78,87,116,122,134
"경기도","100세 이상","여자",365,399,411,442,568,651,732
"강원도","계","남자",757935,761014,760774,763051,767652,769110,768854
"강원도","계","여자",740009,743220,744912,747147,748984,751576,752025
"강원도","0 - 4세","남자",32857,32511,31702,31019,30256,29148,27667
"강원도","0 - 4세","여자",30656,30400,29749,29259,28797,27930,26533
"강원도","5 - 9세","남자",36012,34693,34078,33287,32747,32922,32638
"강원도","5 - 9세","여자",33019,31792,31368,30723,30461,30854,30733
"강원도","10 - 14세","남자",49158,46950,44367,41754,38673,35717,34333
"강원도","10 - 14세","여자",44827,42748,40199,37960,35273,32933,31642
"강원도","15 - 19세","남자",55336,55189,54537,53952,53065,51297,49273
"강원도","15 - 19세","여자",47980,47965,47641,47004,46366,44863,42981
"강원도","20 - 24세","남자",55091,56787,57748,58661,62350,63125,61667
"강원도","20 - 24세","여자",41267,42786,43823,44312,44736,46133,45563
"강원도","25 - 29세","남자",49674,47993,45967,44942,45312,46033,47585
"강원도","25 - 29세","여자",38810,36485,35153,34730,34855,35118,36015
"강원도","30 - 34세","남자",49280,49851,49706,49166,47391,45661,43365
"강원도","30 - 34세","여자",45716,46175,45680,44634,42610,40384,37729
"강원도","35 - 39세","남자",57584,54896,52337,50233,49702,49836,50467
"강원도","35 - 39세","여자",53843,51856,49896,47758,47521,47626,48376
"강원도","40 - 44세","남자",63320,64042,63981,63251,61851,59089,56312
"강원도","40 - 44세","여자",58229,58761,59029,58367,57065,55156,53160
"강원도","45 - 49세","남자",62788,62046,60753,63051,64339,65064,65203
"강원도","45 - 49세","여자",58931,57935,56693,58613,59320,59995,60000
"강원도","50 - 54세","남자",67519,68243,68999,67809,65914,63813,63265
"강원도","50 - 54세","여자",65774,66919,67356,65945,63425,60573,59758
"강원도","55 - 59세","남자",51396,54721,58805,62773,65382,69032,69992
"강원도","55 - 59세","여자",50589,53323,57047,60977,64367,68772,69903
"강원도","60 - 64세","남자",34161,35821,37303,40098,45431,51056,54694
"강원도","60 - 64세","여자",36734,38416,39701,42002,46532,51246,54144
"강원도","65 - 69세","남자",33235,33299,33362,33705,33344,33641,35281
"강원도","65 - 69세","여자",38801,38006,37493,37176,36658,37120,38712
"강원도","70 - 74세","남자",30155,31157,31853,31695,31915,30868,30966
"강원도","70 - 74세","여자",38058,39660,40526,40194,39864,37879,37141
"강원도","75 - 79세","남자",17600,19263,20895,22366,23910,25050,26362
"강원도","75 - 79세","여자",27619,29050,30674,32293,33512,34825,36633
"강원도","80세이상","남자",12769,13552,14381,15289,16070,17758,19784
"강원도","80세이상","여자",29156,30943,32884,35200,37622,40169,43002
"강원도","80 - 84세","남자",7909,8429,8966,9587,10183,11574,13202
"강원도","80 - 84세","여자",17164,18097,19047,19990,21017,22485,24066
"강원도","85 - 89세","남자",3675,3808,3875,3951,4034,4267,4614
"강원도","85 - 89세","여자",8454,8986,9517,10576,11628,12150,12895
"강원도","90 - 94세","남자",983,1084,1280,1463,1556,1598,1604
"강원도","90 - 94세","여자",2835,3061,3443,3714,4035,4445,4795
"강원도","95 - 99세","남자",173,198,224,247,269,290,329
"강원도","95 - 99세","여자",615,705,778,819,835,967,1099
"강원도","100세 이상","남자",29,33,36,41,28,29,35
"강원도","100세 이상","여자",88,94,99,101,107,122,147
"충청북도","계","남자",781367,785564,791388,798861,805198,812339,817342
"충청북도","계","여자",763847,767914,773428,779542,784066,788565,791719
"충청북도","0 - 4세","남자",37288,37576,37250,36775,36114,35076,33990
"충청북도","0 - 4세","여자",34924,35395,34980,35047,34680,33857,32566
"충청북도","5 - 9세","남자",38203,37141,37128,36706,36457,37089,37261
"충청북도","5 - 9세","여자",35253,34463,34698,34266,34113,34709,35012
"충청북도","10 - 14세","남자",52070,49247,46702,44373,41251,38180,37047
"충청북도","10 - 14세","여자",47778,45368,42640,40516,37660,34883,34120
"충청북도","15 - 19세","남자",59051,58872,58223,57392,56829,55309,52259
"충청북도","15 - 19세","여자",51578,52280,52959,52689,51666,50506,47333
"충청북도","20 - 24세","남자",54663,55975,57632,59975,61708,65645,65430
"충청북도","20 - 24세","여자",46209,46603,47092,48207,50215,52719,53057
"충청북도","25 - 29세","남자",56886,54862,52921,51962,52104,53208,55211
"충청북도","25 - 29세","여자",47942,45358,43641,42667,42286,42629,43103
"충청북도","30 - 34세","남자",57809,59192,60212,60159,58585,57068,54818
"충청북도","30 - 34세","여자",52042,53489,54059,53804,51594,49413,46754
"충청북도","35 - 39세","남자",62802,61148,59404,58230,58776,59317,60685
"충청북도","35 - 39세","여자",57971,56377,54817,53161,53245,53271,54816
"충청북도","40 - 44세","남자",66895,67340,68237,67304,66370,63984,62231
"충청북도","40 - 44세","여자",62942,63486,63664,62278,61271,59288,57718
"충청북도","45 - 49세","남자",64863,64642,64136,67878,68556,69109,69157
"충청북도","45 - 49세","여자",59607,59487,59933,63982,64924,65450,65359
"충청북도","50 - 54세","남자",65520,67109,68526,67796,68453,65965,66249
"충청북도","50 - 54세","여자",62161,63730,65120,64083,63886,61508,61806
"충청북도","55 - 59세","남자",48310,51106,55189,59286,62366,67390,69192
"충청북도","55 - 59세","여자",47524,49706,53197,57078,60295,65368,66931
"충청북도","60 - 64세","남자",33371,35400,36994,39399,43304,48159,51722
"충청북도","60 - 64세","여자",34376,36208,37800,40101,43858,48239,51248
"충청북도","65 - 69세","남자",28608,28471,28778,29995,30964,32340,34716
"충청북도","65 - 69세","여자",33579,32485,31860,32190,32730,34203,36281
"충청북도","70 - 74세","남자",26062,26707,27579,27279,27368,26300,26248
"충청북도","70 - 74세","여자",34487,35185,35905,35311,34911,33050,31941
"충청북도","75 - 79세","남자",17175,18373,19259,20217,20721,21267,22531
"충청북도","75 - 79세","여자",28042,29165,30040,30998,31079,31070,32541
"충청북도","80세이상","남자",11791,12403,13218,14135,15272,16933,18595
"충청북도","80세이상","여자",27432,29129,31023,33164,35653,38402,41133
"충청북도","80 - 84세","남자",7545,7966,8626,9249,10284,11698,12900
"충청북도","80 - 84세","여자",16434,17392,18469,19555,21112,22835,24373
"충청북도","85 - 89세","남자",3266,3350,3436,3681,3762,3918,4227
"충청북도","85 - 89세","여자",7761,8208,8612,9517,10185,10894,11667
"충청북도","90 - 94세","남자",831,936,1003,1049,1076,1143,1216
"충청북도","90 - 94세","여자",2602,2849,3235,3346,3518,3739,3997
"충청북도","95 - 99세","남자",137,139,138,139,137,158,235
"충청북도","95 - 99세","여자",562,604,623,650,724,809,973
"충청북도","100세 이상","남자",12,12,15,17,13,16,17
"충청북도","100세 이상","여자",73,76,84,96,114,125,123
"충청남도","계","남자",1077734,1042996,1053128,1067014,1075649,1087515,1103324
"충청남도","계","여자",1030636,999693,1009173,1020586,1027162,1038659,1050056
"충청남도","0 - 4세","남자",53124,51910,51313,51047,50700,49542,47921
"충청남도","0 - 4세","여자",49576,48390,48166,47838,47688,47129,46021
"충청남도","5 - 9세","남자",51919,49466,50048,50190,50325,51803,52778
"충청남도","5 - 9세","여자",48123,45730,46598,46732,47065,48215,49219
"충청남도","10 - 14세","남자",68151,63312,60108,57217,53353,50336,49694
"충청남도","10 - 14세","여자",62386,57521,54868,52653,49538,46840,46245
"충청남도","15 - 19세","남자",77238,72650,72373,72067,71852,70852,68587
"충청남도","15 - 19세","여자",69932,66520,66977,66883,65592,65445,63105
"충청남도","20 - 24세","남자",73604,70012,72344,75034,76796,79328,79804
"충청남도","20 - 24세","여자",66806,64170,63824,64174,65836,68133,67952
"충청남도","25 - 29세","남자",81693,75706,72752,71624,71034,71283,73989
"충청남도","25 - 29세","여자",62070,58415,57531,57287,56416,56355,57101
"충청남도","30 - 34세","남자",85790,85890,87849,88122,85367,82184,79425
"충청남도","30 - 34세","여자",70030,70157,71711,72118,69385,67076,64592
"충청남도","35 - 39세","남자",88665,83701,82630,82422,83990,86503,90362
"충청남도","35 - 39세","여자",76508,72583,71175,69970,71212,72453,75509
"충청남도","40 - 44세","남자",90195,89273,91150,91453,91276,88656,87193
"충청남도","40 - 44세","여자",77531,77041,78593,78654,78251,76879,75805
"충청남도","45 - 49세","남자",84777,81490,81336,85997,85782,89958,92599
"충청남도","45 - 49세","여자",73873,71317,71442,76127,76228,79277,81085
"충청남도","50 - 54세","남자",82805,82439,85335,85823,87452,83710,84227
"충청남도","50 - 54세","여자",76912,76351,78533,78044,78321,74775,75204
"충청남도","55 - 59세","남자",61591,62087,66841,71865,75841,82019,85611
"충청남도","55 - 59세","여자",60794,60531,64534,69275,73086,78587,81544
"충청남도","60 - 64세","남자",50269,49167,49640,50928,54699,60219,63664
"충청남도","60 - 64세","여자",51161,50285,51098,52619,56037,60904,63841
"충청남도","65 - 69세","남자",40783,39065,39546,41604,44344,47051,48966
"충청남도","65 - 69세","여자",47808,44055,43187,44129,46551,49429,51455
"충청남도","70 - 74세","남자",38379,37332,37854,37024,36583,35722,36185
"충청남도","70 - 74세","여자",50997,49746,49936,48456,47142,44599,42855
"충청남도","75 - 79세","남자",28920,29000,29722,30498,30502,30142,31646
"충청남도","75 - 79세","여자",43803,43309,44263,45616,45456,44618,46360
"충청남도","80세이상","남자",19831,20496,22287,24099,25753,28207,30673
"충청남도","80세이상","여자",42326,43572,46737,50011,53358,57945,62163
"충청남도","80 - 84세","남자",13070,13660,14924,16172,17585,19543,20877
"충청남도","80 - 84세","여자",24986,25829,27687,29395,31594,34521,36387
"충청남도","85 - 89세","남자",5242,5204,5550,5992,6204,6573,7481
"충청남도","85 - 89세","여자",12243,12369,12956,14241,15169,16280,18041
"충청남도","90 - 94세","남자",1306,1397,1549,1634,1645,1771,1936
"충청남도","90 - 94세","여자",4069,4341,5015,5191,5299,5719,6081
"충청남도","95 - 99세","남자",198,218,247,284,301,301,354
"충청남도","95 - 99세","여자",898,900,949,1046,1142,1246,1459
"충청남도","100세 이상","남자",15,17,17,17,18,19,25
"충청남도","100세 이상","여자",130,133,130,138,154,179,195
"전라북도","계","남자",896178,902355,905581,911507,916353,916567,912675
"전라북도","계","여자",912555,915075,915388,917930,918772,918676,915852
"전라북도","0 - 4세","남자",41194,41451,40800,40344,39814,38420,36243
"전라북도","0 - 4세","여자",38577,38740,38316,37990,37654,36191,34087
"전라북도","5 - 9세","남자",44444,42738,42143,41387,40849,41380,41468
"전라북도","5 - 9세","여자",41274,39666,39223,38535,38209,38879,39167
"전라북도","10 - 14세","남자",61832,58945,55651,52148,48520,44821,43221
"전라북도","10 - 14세","여자",57431,54838,51643,48787,45025,41353,39854
"전라북도","15 - 19세","남자",69837,69745,68877,67626,66520,65248,62242
"전라북도","15 - 19세","여자",62004,61912,61264,59901,59038,58221,55200
"전라북도","20 - 24세","남자",60660,62827,64925,67541,68906,70457,70546
"전라북도","20 - 24세","여자",50255,51886,53359,55039,56541,57780,57375
"전라북도","25 - 29세","남자",57214,55237,53136,52063,52613,52401,52962
"전라북도","25 - 29세","여자",50467,48083,46011,45159,44962,44534,44976
"전라북도","30 - 34세","남자",59428,60741,60740,60809,58557,55411,51562
"전라북도","30 - 34세","여자",56055,56871,56330,55539,53273,50526,47238
"전라북도","35 - 39세","남자",68349,66163,63952,61980,62231,62318,62155
"전라북도","35 - 39세","여자",65142,62924,60551,58325,58093,57944,58568
"전라북도","40 - 44세","남자",73121,74676,76150,75911,75247,71939,68722
"전라북도","40 - 44세","여자",68950,70090,71194,70717,69857,67419,64757
"전라북도","45 - 49세","남자",70617,71109,70469,74173,75677,76902,77532
"전라북도","45 - 49세","여자",67441,67134,66531,69710,70554,71488,71890
"전라북도","50 - 54세","남자",71848,73625,75740,75698,75113,73171,73485
"전라북도","50 - 54세","여자",72153,73660,74777,73671,71474,68850,68987
"전라북도","55 - 59세","남자",55225,58261,62493,66158,69341,73735,74939
"전라북도","55 - 59세","여자",56581,58888,62575,66187,69276,73756,75034
"전라북도","60 - 64세","남자",48766,48519,48155,49917,52727,55705,58157
"전라북도","60 - 64세","여자",51831,51448,50650,52041,54210,56762,59049
"전라북도","65 - 69세","남자",38073,38786,39698,41560,44582,46952,46934
"전라북도","65 - 69세","여자",46199,45214,44746,45888,48746,50964,50894
"전라북도","70 - 74세","남자",34053,35699,36763,35848,35479,35184,35733
"전라북도","70 - 74세","여자",47438,49286,50220,48659,47088,45357,43896
"전라북도","75 - 79세","남자",24154,25347,26220,27201,27444,27771,30081
"전라북도","75 - 79세","여자",40256,41406,42259,43119,43010,42838,45667
"전라북도","80세이상","남자",17363,18486,19669,21143,22733,24752,26693
"전라북도","80세이상","여자",40501,43029,45739,48663,51762,55814,59213
"전라북도","80 - 84세","남자",11712,12401,13069,13960,15239,16727,18044
"전라북도","80 - 84세","여자",24392,25805,27015,28624,30528,32604,34104
"전라북도","85 - 89세","남자",4438,4746,5031,5497,5772,6202,6632
"전라북도","85 - 89세","여자",11114,11815,12612,13717,15025,16599,17785
"전라북도","90 - 94세","남자",1056,1176,1385,1476,1488,1555,1690
"전라북도","90 - 94세","여자",4012,4331,4961,5095,4936,5158,5719
"전라북도","95 - 99세","남자",146,152,170,194,218,248,303
"전라북도","95 - 99세","여자",836,927,997,1068,1135,1300,1422
"전라북도","100세 이상","남자",11,11,14,16,16,20,24
"전라북도","100세 이상","여자",147,151,154,159,138,153,183
"전라남도","계","남자",881745,885977,888449,894525,899920,902337,900464
"전라남도","계","여자",896848,896384,895447,897362,896658,895973,894572
"전라남도","0 - 4세","남자",39600,40094,39859,39729,39572,38524,37074
"전라남도","0 - 4세","여자",37376,38199,38280,38177,38295,37227,35391
"전라남도","5 - 9세","남자",41989,39978,39302,38293,38443,39387,39953
"전라남도","5 - 9세","여자",38907,37280,36759,36102,36013,37136,38023
"전라남도","10 - 14세","남자",59884,56839,53123,49828,45627,41933,40177
"전라남도","10 - 14세","여자",54860,52169,48645,45467,41768,38701,37485
"전라남도","15 - 19세","남자",62878,63123,62423,61324,59571,58631,55476
"전라남도","15 - 19세","여자",54727,53883,52520,51343,51654,50221,47461
"전라남도","20 - 24세","남자",47119,50111,52587,54727,56199,58316,57901
"전라남도","20 - 24세","여자",35482,38344,41611,43393,42235,43149,41902
"전라남도","25 - 29세","남자",48367,46074,44007,44191,45541,46227,46020
"전라남도","25 - 29세","여자",41796,39578,37736,37628,38783,38809,38742
"전라남도","30 - 34세","남자",55220,56555,57450,57606,56345,53857,50132
"전라남도","30 - 34세","여자",49935,50618,50874,50736,49039,47322,44764
"전라남도","35 - 39세","남자",64501,62096,59753,58338,59750,60848,61474
"전라남도","35 - 39세","여자",57897,55647,53387,52203,53097,53861,54691
"전라남도","40 - 44세","남자",72636,73439,74198,73408,72245,68590,65889
"전라남도","40 - 44세","여자",63857,64637,65067,64058,62516,60056,58215
"전라남도","45 - 49세","남자",72447,73424,73034,76339,77514,77301,77456
"전라남도","45 - 49세","여자",64885,64348,63631,65927,66796,67089,67544
"전라남도","50 - 54세","남자",73013,74916,77060,77206,76566,76216,76999
"전라남도","50 - 54세","여자",70615,71950,73266,72275,69913,67948,67561
"전라남도","55 - 59세","남자",56570,58647,62714,67641,71477,76006,77654
"전라남도","55 - 59세","여자",56762,57831,61048,65376,68873,73776,74987
"전라남도","60 - 64세","남자",52312,52334,51637,51881,53986,56158,58363
"전라남도","60 - 64세","여자",54909,54306,53149,53138,55100,56898,58553
"전라남도","65 - 69세","남자",43718,43641,43627,45809,47767,50131,51103
"전라남도","65 - 69세","여자",53765,52182,50450,51376,51814,53564,53850
"전라남도","70 - 74세","남자",42248,43345,44274,42770,41860,40057,40034
"전라남도","70 - 74세","여자",60084,60806,61021,58424,56128,52492,50891
"전라남도","75 - 79세","남자",28107,29296,30402,31402,32436,33551,35799
"전라남도","75 - 79세","여자",48952,49829,50785,51704,52383,52998,55329
"전라남도","80세이상","남자",21136,22065,22999,24033,25021,26604,28960
"전라남도","80세이상","여자",52039,54777,57218,60035,62251,64726,69183
"전라남도","80 - 84세","남자",14100,14755,15448,16061,16715,17828,19460
"전라남도","80 - 84세","여자",31086,32974,34647,36113,36596,37525,39429
"전라남도","85 - 89세","남자",5590,5715,5729,6048,6401,6765,7350
"전라남도","85 - 89세","여자",14722,15055,14918,16028,18197,19482,21345
"전라남도","90 - 94세","남자",1258,1383,1602,1686,1664,1721,1806
"전라남도","90 - 94세","여자",4951,5352,6221,6406,5987,6122,6585
"전라남도","95 - 99세","남자",171,197,206,221,219,265,322
"전라남도","95 - 99세","여자",1106,1214,1240,1286,1287,1408,1612
"전라남도","100세 이상","남자",17,15,14,17,22,25,22
"전라남도","100세 이상","여자",174,182,192,202,184,189,212
"경상북도","계","남자",1328334,1334532,1337940,1344773,1349606,1355427,1351843
"경상북도","계","여자",1316658,1321223,1323001,1326149,1328162,1327912,1323285
"경상북도","0 - 4세","남자",58940,59534,59024,58867,58611,57614,54781
"경상북도","0 - 4세","여자",54881,55401,55000,54981,54749,53963,51507
"경상북도","5 - 9세","남자",59602,57544,57201,56097,55933,57034,57360
"경상북도","5 - 9세","여자",53943,52451,52290,51467,51440,52531,52965
"경상북도","10 - 14세","남자",82035,78074,73438,69301,63510,58659,56391
"경상북도","10 - 14세","여자",73176,69502,65090,61469,56599,52791,50978
"경상북도","15 - 19세","남자",95630,94075,92146,90223,89210,86761,82252
"경상북도","15 - 19세","여자",79573,79095,78914,76971,76506,74478,70531
"경상북도","20 - 24세","남자",90411,92772,94475,95403,95712,98485,97134
"경상북도","20 - 24세","여자",70628,72308,73222,74229,74299,75020,73656
"경상북도","25 - 29세","남자",91855,88240,85424,84699,84586,84071,84584
"경상북도","25 - 29세","여자",75371,71137,67819,66156,65429,64519,63508
"경상북도","30 - 34세","남자",95671,98326,99087,98723,95063,91030,85338
"경상북도","30 - 34세","여자",84478,86430,86855,85569,82025,77608,71739
"경상북도","35 - 39세","남자",102209,98660,95219,93050,94273,96163,97606
