"행정구역별(1)",행정구역별(2),주민등록인구수(등록외국인포함) (명),합계,합계,합계,종합병원 (개),종합병원 (개),종합병원 (개),병원 (개),병원 (개),의원 (개),의원 (개),특수병원 (개),특수병원 (개),요양병원 (개),요양병원 (개),치과병(의)원 (개),치과병(의)원 (개),한방병원 (개),한방병원 (개),한의원 (개),한의원 (개),조산소 (개),조산소 (개),부속병·의원 (개),부속병·의원 (개),보건의료원 (개),보건소 (개),보건지소 (개),보건진료소 (개)
"행정구역별(1)",행정구역별(2),소계,병원수 (개),병상수 (개),병상확보율 (%),병원수,병상수,만명당종합병원수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,소계,소계,소계,소계
"행정구역별(1)",행정구역별(2),2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013
"충청남도",소계,2097675,2064,25978,1.24,12,4796,0.06,42,4374,988,4274,14,3786,55,8464,465,16,19,157,455,86,-,-,14,25,2,14,150,234
"충청남도",천안시,606540,624,7170,1.18,4,2269,0.07,16,1687,292,1165,2,341,12,1498,150,13,1,114,143,58,-,-,4,25,-,2,12,18
"충청남도",공주시,118236,131,3345,2.83,1,227,0.08,1,98,67,432,2,1370,6,1187,22,3,-,-,31,28,-,-,1,-,-,1,10,18
"충청남도",보령시,107008,113,1254,1.17,1,220,0.09,3,356,56,225,1,200,3,253,21,-,-,-,28,-,-,-,-,-,-,1,10,17
"충청남도",아산시,299129,250,2626,0.88,-,-,0.00,4,388,114,402,3,880,6,956,67,-,-,-,52,-,-,-,4,-,-,1,11,16
"충청남도",서산시,168951,139,1152,0.68,2,504,0.12,1,104,69,343,-,-,1,158,34,-,1,43,31,-,-,-,-,-,-,1,10,16
"충청남도",논산시,128965,154,2680,2.08,1,656,0.08,1,120,79,366,1,147,8,1391,27,-,-,-,37,-,-,-,-,-,-,1,13,26
"충청남도",계룡시,41110,38,146,0.36,-,-,0.00,1,103,17,43,-,-,-,-,10,-,-,-,10,-,-,-,-,-,-,1,1,-
"충청남도",당진시,163921,164,1050,0.64,1,285,0.06,4,223,79,299,-,-,2,243,45,-,-,-,31,-,-,-,2,-,-,1,11,19
"충청남도",금산군,56671,66,771,1.39,-,-,0.00,1,78,33,150,-,-,3,543,12,-,-,-,16,-,-,-,1,-,-,1,9,9
"충청남도",부여군,73512,71,1414,1.92,-,-,0.00,2,141,34,216,2,439,3,618,11,-,-,-,19,-,-,-,-,-,-,1,15,20
"충청남도",서천군,59448,62,1100,1.85,-,-,0.00,4,746,31,174,1,180,-,-,9,-,17,-,-,-,-,-,-,-,-,1,10,17
"충청남도",청양군,32719,23,173,0.53,-,-,0.00,1,81,10,-,-,-,1,92,5,-,-,-,6,-,-,-,-,-,1,-,9,13
"충청남도",홍성군,91282,86,1657,1.85,1,430,0.11,2,73,37,109,2,229,5,816,20,-,-,-,17,-,-,-,2,-,-,1,11,14
"충청남도",예산군,86806,87,790,0.91,1,205,0.12,1,176,43,198,-,-,2,211,19,-,-,-,21,-,-,-,-,-,-,1,11,16
"충청남도",태안군,63377,56,650,1.03,-,-,-,-,-,27,152,-,-,3,498,13,-,-,-,13,-,-,-,-,-,1,-,7,15
"전라북도",소계,1896032,2220,35852,1.89,13,5356,0.07,70,7964,1068,4094,6,1968,79,14865,492,7,20,1355,468,188,-,-,4,55,4,10,151,237
"전라북도",전주시,655358,924,15548,2.37,4,2327,0.06,39,4147,430,1496,-,-,32,6657,219,-,11,847,188,58,-,-,1,16,-,1,1,2
"전라북도",군산시,282970,309,3222,1.14,2,684,0.07,7,854,149,474,-,-,7,1000,66,-,3,171,73,-,-,-,2,39,-,1,14,19
"전라북도",익산시,310425,330,4413,1.42,2,1057,0.06,6,452,153,800,-,-,12,1873,82,7,2,143,73,81,-,-,-,-,-,1,15,24
"전라북도",정읍시,120366,137,2164,1.80,1,250,0.08,5,491,70,239,1,172,3,1012,29,-,-,-,28,-,-,-,-,-,-,1,16,26
"전라북도",남원시,87265,103,1786,2.05,2,566,0.23,1,100,59,265,1,299,3,476,18,-,1,80,18,-,-,-,-,-,-,1,15,24
"전라북도",김제시,92854,103,3359,3.62,-,-,-,4,438,53,266,4,1497,5,1076,16,-,2,82,19,-,-,-,-,-,-,1,14,25
"전라북도",완주군,89035,74,2318,2.60,-,-,-,3,975,34,109,-,-,7,1209,15,-,-,-,14,25,-,-,1,-,-,1,12,17
"전라북도",진안군,27006,22,208,0.77,-,-,-,1,145,13,63,-,-,-,-,4,-,-,-,4,-,-,-,-,-,-,1,10,12
"전라북도",무주군,25598,24,110,0.43,-,-,-,-,-,13,13,-,-,1,97,4,-,-,-,6,-,-,-,-,-,1,-,5,9
"전라북도",장수군,23569,16,40,0.17,-,-,-,-,-,8,40,-,-,-,-,4,-,-,-,4,-,-,-,-,-,1,-,5,11
"전라북도",임실군,30064,30,253,0.84,-,-,-,1,103,14,66,-,-,1,84,5,-,-,-,9,-,-,-,-,-,1,-,11,20
"전라북도",순창군,30571,26,616,2.01,-,-,-,1,43,14,58,-,-,1,515,5,-,-,-,5,-,-,-,-,-,1,-,10,17
"전라북도",고창군,61275,58,785,1.28,1,175,0.16,-,-,31,56,-,-,5,554,11,-,-,-,10,-,-,-,-,-,-,1,12,20
"전라북도",부안군,59676,64,1030,1.73,1,297,0.17,2,216,27,149,-,-,2,312,14,-,1,32,17,24,-,-,-,-,-,1,11,11
"전라남도",소계,1931716,1827,35831,1.85,22,6574,0.11,63,8284,887,2645,14,5196,59,12147,417,24,12,838,340,65,5,-,8,58,2,20,215,323
"전라남도",목포시,243171,276,6837,2.81,5,1786,0.21,12,1061,135,825,1,264,9,2486,58,-,5,386,48,-,2,-,1,29,-,1,1,-
"전라남도",여수시,294565,278,3612,1.23,3,874,0.10,5,756,138,616,-,-,6,1206,70,-,1,106,52,54,2,-,1,-,-,1,14,29
"전라남도",순천시,277345,261,4760,1.72,5,1471,0.18,10,1225,122,385,1,119,5,1247,70,-,5,302,43,11,-,-,-,-,-,1,9,21
"전라남도",나주시,89462,101,3676,4.11,1,200,0.11,2,199,48,22,4,1363,6,1848,20,-,1,44,19,-,-,-,-,-,-,1,13,14
"전라남도",광양시,152995,115,692,0.45,1,163,0.07,3,310,51,106,-,-,1,113,35,-,-,-,23,-,-,-,1,-,-,1,8,14
"전라남도",담양군,48222,50,1598,3.31,-,-,0.00,3,294,24,29,2,679,3,596,9,-,-,-,9,-,-,-,-,-,-,1,11,11
"전라남도",곡성군,31391,33,402,1.28,-,-,0.00,1,114,13,38,-,-,2,250,9,-,-,-,6,-,-,-,2,-,1,-,8,15
"전라남도",구례군,27315,26,616,2.26,-,-,0.00,1,89,10,-,-,-,3,527,5,-,-,-,7,-,-,-,-,-,1,-,7,12
"전라남도",고흥군,71259,68,1375,1.93,2,376,0.28,1,130,33,52,1,700,1,117,12,-,-,-,18,-,-,-,-,-,-,1,16,26
"전라남도",보성군,46736,46,1035,2.21,-,-,0.00,1,100,25,124,1,394,3,417,8,-,-,-,8,-,-,-,-,-,-,1,10,14
"전라남도",화순군,68642,65,3498,5.10,1,690,0.15,3,959,27,49,1,299,9,1501,15,-,-,-,9,-,-,-,-,-,-,1,12,13
"전라남도",장흥군,43409,41,336,0.77,1,200,0.23,1,136,24,-,-,-,-,-,7,-,-,-,7,-,-,-,1,-,-,1,8,11
"전라남도",강진군,40429,32,375,0.93,-,-,0.00,3,375,18,-,-,-,-,-,5,-,-,-,6,-,-,-,-,-,-,1,10,7
"전라남도",해남군,78643,71,1609,2.05,1,296,0.13,3,809,36,21,1,308,1,175,17,-,-,-,11,-,-,-,1,-,-,1,13,18
"전라남도",영암군,62791,48,1153,1.84,-,-,0.00,2,129,21,29,1,458,2,537,12,-,-,-,10,-,-,-,-,-,-,1,10,13
"전라남도",무안군,80768,77,676,0.84,1,298,0.12,2,146,41,114,-,-,1,89,16,-,-,-,14,-,1,-,1,29,-,1,9,11
"전라남도",함평군,36171,36,801,2.21,-,-,0.00,2,604,18,53,-,-,1,120,7,24,-,-,8,-,-,-,-,-,-,1,8,16
"전라남도",영광군,58246,64,1135,1.95,1,220,0.17,1,189,33,44,1,612,1,70,13,-,-,-,14,-,-,-,-,-,-,1,7,12
"전라남도",장성군,47430,42,1126,2.37,-,-,0.00,2,322,19,66,-,-,3,738,9,-,-,-,9,-,-,-,-,-,-,1,8,11
"전라남도",완도군,54506,42,135,0.25,-,-,0.00,1,120,24,15,-,-,-,-,10,-,-,-,7,-,-,-,-,-,-,1,11,18
"전라남도",진도군,33546,32,194,0.58,-,-,0.00,2,144,16,-,-,-,1,50,6,-,-,-,7,-,-,-,-,-,-,1,6,15
"전라남도",신안군,44674,23,190,0.43,-,-,0.00,2,73,11,57,-,-,1,60,4,-,-,-,5,-,-,-,-,-,-,1,16,22
"경상북도",소계,2742939,2568,39723,1.45,18,7050,0.07,75,11633,1177,3198,6,1740,100,15622,581,-,8,351,586,29,-,-,17,100,2,23,220,312
"경상북도",포항시,524093,533,7882,1.50,5,1819,0.10,11,1017,240,769,-,-,23,4094,127,-,2,125,122,29,-,-,3,29,-,2,14,23
"경상북도",경주시,270493,240,4609,1.70,1,403,0.04,15,1749,100,274,-,-,15,2151,50,-,1,32,58,-,-,-,-,-,-,1,12,16
"경상북도",김천시,136858,111,2261,1.65,2,553,0.15,-,-,49,98,2,821,4,762,29,-,-,-,24,-,-,-,1,27,-,1,16,16
"경상북도",안동시,169904,168,4973,2.93,3,1977,0.18,6,971,73,129,-,-,7,1834,40,-,1,33,37,-,-,-,1,29,-,1,14,25
"경상북도",구미시,425388,403,3093,0.73,3,1012,0.07,6,752,194,625,-,-,5,659,100,-,1,30,86,-,-,-,8,15,-,2,8,12
"경상북도",영주시,113417,111,2080,1.83,-,-,0.00,4,401,53,173,2,476,4,960,23,-,1,70,24,-,-,-,-,-,-,1,10,13
"경상북도",영천시,103157,115,2143,2.08,1,200,0.10,3,1331,59,181,-,-,3,400,16,-,1,31,32,-,-,-,-,-,-,1,11,13
"경상북도",상주시,104170,91,1014,0.97,2,446,0.19,1,30,44,152,1,163,1,193,20,-,1,30,21,-,-,-,-,-,-,1,18,25
"경상북도",문경시,76245,79,1180,1.55,1,640,0.13,1,98,44,94,-,-,2,348,17,-,-,-,14,-,-,-,-,-,-,1,9,13
"경상북도",경산시,255588,258,3372,1.32,-,-,0.00,6,1469,121,239,-,-,11,1664,64,-,-,-,56,-,-,-,-,-,-,1,8,10
"경상북도",군위군,24681,15,87,0.35,-,-,0.00,1,79,9,8,-,-,-,-,2,-,-,-,3,-,-,-,-,-,-,1,7,10
"경상북도",의성군,56636,49,1419,2.51,-,-,0.00,6,729,17,129,-,-,6,561,10,-,-,-,10,-,-,-,-,-,-,1,17,21
"경상북도",청송군,26707,25,327,1.22,-,-,0.00,1,327,7,-,-,-,-,-,4,-,-,-,9,-,-,-,4,-,1,-,6,11
"경상북도",영양군,18491,7,50,0.27,-,-,0.00,1,50,1,-,-,-,-,-,2,-,-,-,3,-,-,-,-,-,-,1,5,8
"경상북도",영덕군,40743,38,530,1.30,-,-,0.00,1,299,16,15,-,-,2,216,9,-,-,-,10,-,-,-,-,-,-,1,8,13
"경상북도",청도군,44510,46,1093,2.46,-,-,0.00,3,724,20,55,-,-,4,314,8,-,-,-,11,-,-,-,-,-,-,1,8,10
"경상북도",고령군,36776,41,313,0.85,-,-,0.00,1,79,24,51,-,-,2,183,8,-,-,-,6,-,-,-,-,-,-,1,7,10
"경상북도",성주군,46421,43,568,1.22,-,-,0.00,1,49,21,70,-,-,3,449,8,-,-,-,10,-,-,-,-,-,-,1,9,11
"경상북도",칠곡군,124830,90,1638,1.31,-,-,0.00,3,1004,48,55,1,280,2,299,20,-,-,-,16,-,-,-,-,-,-,1,7,10
"경상북도",예천군,45985,38,450,0.98,-,-,0.00,1,175,15,29,-,-,2,246,9,-,-,-,11,-,-,-,-,-,-,1,10,16
"경상북도",봉화군,34171,20,244,0.71,-,-,0.00,1,150,7,-,-,-,1,94,4,-,-,-,7,-,-,-,-,-,-,1,9,7
"경상북도",울진군,53013,44,352,0.66,-,-,0.00,2,150,15,52,-,-,2,150,10,-,-,-,15,-,-,-,-,-,-,1,5,16
"경상북도",울릉군,10662,3,45,0.42,-,-,0.00,-,-,-,-,-,-,1,45,1,-,-,-,1,-,-,-,-,-,1,-,2,3
"경상남도",소계,3402946,3258,53416,1.57,24,8306,0.07,108,11880,1470,4206,34,11891,93,16773,779,30,4,244,735,65,1,1,10,20,1,19,172,220
"경상남도",창원시,1098752,1178,18024,1.64,10,3414,0.09,38,4025,519,1455,6,2361,31,6646,294,-,2,93,271,27,1,1,6,2,-,3,10,7
"경상남도",진주시,341201,356,4934,1.45,3,1411,0.09,9,1055,165,374,3,879,4,1215,96,-,-,-,76,-,-,-,-,-,-,1,11,13
"경상남도",통영시,143194,143,1847,1.29,-,-,0.00,8,954,75,208,1,299,2,368,29,-,-,-,27,-,-,-,1,18,-,1,3,18
"경상남도",사천시,119722,111,2684,2.24,-,-,0.00,5,706,44,72,4,1211,4,695,26,-,-,-,28,-,-,-,-,-,-,1,7,12
"경상남도",김해시,538181,483,8398,1.56,4,1039,0.07,21,2127,212,838,4,1106,24,3259,118,-,-,-,100,29,-,-,-,-,-,1,8,1
"경상남도",밀양시,109749,108,2172,1.98,1,298,0.09,5,555,49,108,1,392,5,769,23,-,1,50,23,-,-,-,-,-,-,1,9,15
"경상남도",거제시,253349,201,2099,0.83,3,718,0.12,5,489,92,327,1,266,1,299,53,-,-,-,43,-,-,-,3,-,-,1,11,12
"경상남도",양산시,284152,250,6482,2.28,3,1426,0.11,2,193,119,447,6,2331,12,1945,55,30,1,101,52,9,-,-,-,-,-,1,6,2
"경상남도",의령군,30136,27,875,2.90,-,-,0.00,1,88,11,31,2,469,2,287,4,-,-,-,7,-,-,-,-,-,-,1,10,10
"경상남도",함안군,70868,50,900,1.27,-,-,0.00,2,215,22,33,1,230,2,422,10,-,-,-,13,-,-,-,-,-,-,1,6,9
"경상남도",창녕군,65059,56,2067,3.18,-,-,0.00,2,359,26,53,2,1122,3,533,9,-,-,-,14,-,-,-,-,-,-,1,13,19
"경상남도",고성군,57997,48,846,1.46,-,-,0.00,2,243,20,29,1,434,1,140,10,-,-,-,14,-,-,-,-,-,-,1,12,12
"경상남도",남해군,47977,41,282,0.59,-,-,0.00,1,135,22,52,-,-,1,95,7,-,-,-,10,-,-,-,-,-,-,1,9,15
"경상남도",하동군,50637,40,545,1.08,-,-,0.00,1,183,20,58,1,304,-,-,9,-,-,-,9,-,-,-,-,-,-,1,12,18
"경상남도",산청군,36389,26,2,0.01,-,-,0.00,-,-,10,2,-,-,-,-,5,-,-,-,11,-,-,-,-,-,1,-,8,15
"경상남도",함양군,41146,39,127,0.31,-,-,0.00,1,69,21,58,-,-,-,-,8,-,-,-,9,-,-,-,-,-,-,1,10,11
"경상남도",거창군,63647,59,450,0.71,-,-,0.00,3,292,26,58,-,-,1,100,14,-,-,-,15,-,-,-,-,-,-,1,11,18
"경상남도",합천군,50790,42,682,1.34,-,-,0.00,2,192,17,3,1,487,-,-,9,-,-,-,13,-,-,-,-,-,-,1,16,13
"제주특별자치도",소계,604670,691,4357,0.72,7,2430,0.12,7,931,343,409,-,-,6,490,166,-,-,-,156,81,1,4,5,12,-,6,11,47
"제주특별자치도",제주시,445457,529,3888,0.87,6,2230,0.13,5,806,255,334,-,-,5,421,132,-,-,-,120,81,1,4,5,12,-,3,7,23
"제주특별자치도",서귀포시,159213,162,469,0.29,1,200,0.06,2,125,88,75,-,-,1,69,34,-,-,-,36,-,-,-,-,-,-,3,4,24
