"행정구역별(1)",행정구역별(2),주민등록인구수(등록외국인포함) (명),합계,합계,합계,종합병원 (개),종합병원 (개),종합병원 (개),병원 (개),병원 (개),의원 (개),의원 (개),특수병원 (개),특수병원 (개),요양병원 (개),요양병원 (개),치과병(의)원 (개),치과병(의)원 (개),한방병원 (개),한방병원 (개),한의원 (개),한의원 (개),조산소 (개),조산소 (개),부속병·의원 (개),부속병·의원 (개),보건의료원 (개),보건소 (개),보건지소 (개),보건진료소 (개)
"행정구역별(1)",행정구역별(2),소계,병원수 (개),병상수 (개),병상확보율 (%),병원수,병상수,만명당종합병원수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,병원수,병상수,소계,소계,소계,소계
"행정구역별(1)",행정구역별(2),2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014
"충청남도",청양군,32761,25,220,0.67,0,0,0.00,2,128,10,-,-,-,1,92,6,-,-,-,6,-,-,-,-,-,1,-,9,13
"충청남도",홍성군,93634,88,1707,1.82,1,412,0.11,1,42,38,109,2,234,5,879,21,-,1,31,19,-,-,-,-,-,-,1,11,14
"충청남도",예산군,86640,92,765,0.88,1,175,0.12,1,176,45,198,-,-,2,216,22,-,-,-,21,-,-,-,-,-,-,1,11,16
"충청남도",태안군,63713,57,589,0.92,0,-,0.00,-,-,27,181,-,-,3,408,14,-,-,-,13,-,-,-,-,-,1,-,7,16
"전라북도",소계,1896646,2236,36428,1.92,12,5075,0.06,66,7446,1064,4073,7,2092,78,15867,504,10,23,1634,478,186,0,0,4,45,4,10,153,237
"전라북도",전주시,658570,915,15217,2.31,4,2305,0.06,35,3736,417,1373,0,0,30,6618,228,3,14,1108,186,58,0,0,1,16,0,1,3,1
"전라북도",군산시,283320,303,3846,1.36,2,648,0.07,6,794,148,620,0,0,8,1567,62,0,3,160,72,28,0,0,2,29,0,1,14,19
"전라북도",익산시,308361,343,4806,1.56,2,1055,0.06,6,453,158,831,0,0,13,2175,84,7,3,204,77,81,0,0,0,0,0,1,15,24
"전라북도",정읍시,119291,139,2054,1.72,1,250,0.08,5,476,71,242,1,98,3,988,30,0,0,0,28,0,0,0,0,0,0,1,16,26
"전라북도",남원시,86509,103,1507,1.74,1,271,0.12,1,100,58,214,1,299,3,543,19,0,1,80,19,0,0,0,0,0,0,1,15,24
"전라북도",김제시,91869,105,3284,3.57,0,0,0.00,3,240,54,266,5,1695,4,1001,18,0,2,82,19,0,0,0,0,0,0,1,14,25
"전라북도",완주군,92606,79,2299,2.48,0,0,0.00,3,953,37,109,0,0,7,1218,15,0,0,0,16,19,0,0,1,0,0,1,12,17
"전라북도",진안군,26779,23,208,0.78,0,0,0.00,1,145,13,63,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,1,10,12
"전라북도",무주군,25616,25,104,0.41,0,0,0.00,0,0,13,7,0,0,1,97,4,-,0,0,7,-,0,0,0,0,1,0,5,9
"전라북도",장수군,23706,16,40,0.17,0,0,0.00,0,0,8,40,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,5,11
"전라북도",임실군,30306,32,255,0.84,0,0,0.00,1,103,14,66,-,-,1,86,5,-,-,-,11,-,-,-,-,-,1,-,11,20
"전라북도",순창군,30707,26,809,2.63,0,0,0.00,1,43,14,58,-,-,1,708,5,-,-,-,5,-,-,-,-,-,1,-,10,17
"전라북도",고창군,60913,61,856,1.41,1,249,0.16,-,-,33,53,-,-,5,554,12,-,-,-,10,-,-,-,-,-,-,1,12,21
"전라북도",부안군,58093,66,1143,1.97,1,297,0.17,4,403,26,131,-,-,2,312,14,-,-,-,19,-,-,-,-,-,-,1,11,11
"전라남도",소계,1934034,1866,36070,1.87,22,7079,0.11,78,10405,888,2482,5,2228,61,12353,430,-,19,1370,348,81,5,4,10,68,3,19,213,326
"전라남도",목포시,241744,284,7587,3.14,5,1961,0.21,11,1203,134,758,1,237,11,2791,62,-,8,608,49,-,2,-,1,29,-,1,1,-
"전라남도",여수시,294459,285,3886,1.32,3,874,0.10,6,1026,139,597,-,-,6,1225,71,-,1,106,55,54,2,4,2,-,-,1,12,28
"전라남도",순천시,278899,274,5273,1.89,5,1490,0.18,16,1877,124,315,-,-,4,1139,76,-,7,452,42,-,-,-,-,-,-,1,9,22
"전라남도",나주시,92671,103,2767,2.99,1,200,0.11,7,607,49,29,-,-,6,1887,19,-,1,44,20,-,-,-,-,-,-,1,13,15
"전라남도",광양시,153670,119,872,0.57,1,163,0.07,3,310,51,107,-,-,2,232,36,-,1,60,24,-,-,-,1,-,-,1,8,14
"전라남도",담양군,48191,51,1586,3.29,0,0,0.00,2,164,23,29,2,679,4,704,10,-,-,-,9,-,-,-,1,10,-,1,11,11
"전라남도",곡성군,31084,32,402,1.29,0,0,0.00,1,114,13,38,-,-,2,250,8,-,-,-,6,-,-,-,2,-,1,-,8,15
"전라남도",구례군,27391,26,649,2.37,0,0,0.00,1,99,10,-,-,-,3,523,5,-,-,-,7,27,-,-,-,-,1,-,7,12
"전라남도",고흥군,70392,70,1406,2.00,2,406,0.28,1,130,36,53,1,700,1,117,12,-,-,-,17,-,-,-,-,-,-,1,16,26
"전라남도",보성군,46284,44,1013,2.19,0,0,0.00,2,494,22,102,-,-,3,417,8,-,-,-,9,-,-,-,-,-,-,1,10,14
"전라남도",화순군,67678,67,3701,5.47,1,684,0.15,4,1236,27,49,-,-,9,1632,15,-,1,100,10,-,-,-,-,-,-,1,12,13
"전라남도",장흥군,43683,42,348,0.80,1,200,0.23,1,148,24,-,-,-,-,-,7,-,-,-,8,-,-,-,1,-,-,1,8,11
"전라남도",강진군,40256,34,378,0.94,0,0,0.00,3,374,19,4,-,-,-,-,5,-,-,-,7,-,-,-,-,-,-,1,10,7
"전라남도",해남군,78184,71,1641,2.10,1,369,0.13,4,1091,36,16,-,-,1,165,17,-,-,-,11,-,-,-,1,-,-,1,13,18
"전라남도",영암군,63602,52,1103,1.73,0,0,0.00,3,537,22,29,-,-,2,537,13,-,-,-,12,-,-,-,-,-,-,1,10,13
"전라남도",무안군,83107,80,685,0.82,1,298,0.12,2,148,43,121,-,-,1,89,16,-,-,-,15,-,1,-,1,29,-,1,9,11
"전라남도",함평군,35724,32,303,0.85,0,0,0.00,1,76,17,53,-,-,1,174,6,-,-,-,7,-,-,-,-,-,-,1,8,16
"전라남도",영광군,57520,61,1160,2.02,1,434,0.17,1,-,32,44,1,612,1,70,14,-,-,-,11,-,-,-,-,-,-,1,7,13
"전라남도",장성군,47358,39,765,1.62,0,0,0.00,2,358,17,66,-,-,2,341,9,-,-,-,9,-,-,-,-,-,-,1,8,11
"전라남도",완도군,54323,42,135,0.25,0,0,0.00,1,120,23,15,-,-,-,-,10,-,-,-,8,-,-,-,-,-,1,-,11,18
"전라남도",진도군,33436,33,190,0.57,0,0,0.00,3,190,16,-,-,-,1,-,6,-,-,-,7,-,-,-,-,-,-,1,6,15
"전라남도",신안군,44378,25,220,0.50,0,0,0.00,3,103,11,57,-,-,1,60,5,-,-,-,5,-,-,-,-,-,-,1,16,23
"경상북도",소계,2748599,2629,40407,1.47,19,7498,0.07,67,8618,1174,2924,16,4294,106,16599,615,-,7,321,605,39,-,-,20,114,2,23,224,312
"경상북도",포항시,524276,546,7743,1.48,5,1823,0.10,11,876,244,536,1,299,24,4026,136,-,2,125,120,29,-,-,3,29,-,2,14,23
"경상북도",경주시,269930,264,4774,1.77,1,392,0.04,14,1431,103,287,1,299,15,2323,62,-,1,32,66,10,-,-,1,-,-,1,12,16
"경상북도",김천시,137158,113,2262,1.65,2,556,0.15,-,-,50,98,2,821,4,760,29,-,-,-,24,-,-,-,2,27,-,1,16,16
"경상북도",안동시,170094,177,4879,2.87,3,1941,0.18,4,427,78,142,2,427,7,1880,42,-,1,33,39,-,-,-,1,29,-,1,14,25
"경상북도",구미시,426532,407,3342,0.78,3,996,0.07,7,639,188,598,1,175,6,900,103,-,1,30,90,-,-,-,8,4,-,2,8,12
"경상북도",영주시,111628,114,2171,1.94,0,0,0.00,4,401,53,119,2,476,4,1105,25,-,1,70,25,-,-,-,-,-,-,1,10,13
"경상북도",영천시,103464,115,2086,2.02,1,200,0.10,1,351,56,151,2,959,3,394,17,-,1,31,34,-,-,-,-,-,-,1,11,13
"경상북도",상주시,103798,92,1067,1.03,2,421,0.19,-,-,44,155,1,163,2,303,21,-,-,-,21,-,-,-,1,25,-,1,18,25
"경상북도",문경시,76520,77,1174,1.53,1,640,0.13,1,98,44,88,-,-,2,348,16,-,-,-,13,-,-,-,-,-,-,1,9,13
"경상북도",경산시,261191,262,3457,1.32,1,529,0.04,4,913,126,258,-,-,13,1757,63,-,-,-,55,-,-,-,-,-,-,1,8,10
"경상북도",군위군,24731,17,79,0.32,0,0,0.00,1,79,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,7,10
"경상북도",의성군,55888,48,1426,2.55,0,0,0.00,4,389,17,129,3,435,5,473,9,0,0,0,10,0,0,0,0,0,0,1,17,21
"경상북도",청송군,26732,28,327,1.22,0,0,0.00,1,327,9,0,0,0,0,0,5,0,0,0,9,0,0,0,4,0,1,0,6,11
"경상북도",영양군,18408,7,50,0.27,0,0,0.00,1,50,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,5,8
"경상북도",영덕군,40318,39,530,1.31,0,0,0.00,1,299,16,15,0,0,2,216,9,0,0,0,11,0,0,0,0,0,0,1,8,13
"경상북도",청도군,44897,49,1045,2.33,0,0,0.00,3,676,20,55,0,0,4,314,9,0,0,0,13,0,0,0,0,0,0,1,8,10
"경상북도",고령군,36853,32,313,0.85,0,0,0.00,1,79,12,51,0,0,2,183,9,0,0,0,8,0,0,0,0,0,0,1,7,10
"경상북도",성주군,46509,44,777,1.67,0,0,0.00,2,170,19,60,0,0,4,547,9,0,0,0,10,0,0,0,0,0,0,1,9,11
"경상북도",칠곡군,126092,92,1692,1.34,0,0,0.00,3,1004,47,81,1,240,3,367,21,0,0,0,17,0,0,0,0,0,0,1,7,10
"경상북도",예천군,45559,39,576,1.26,0,0,0.00,1,181,15,29,0,0,2,366,10,0,0,0,11,0,0,0,0,0,0,1,10,16
"경상북도",봉화군,34308,20,243,0.71,0,0,0.00,1,98,7,0,0,0,1,145,4,0,0,0,7,0,0,0,0,0,0,1,9,7
"경상북도",울진군,53318,43,332,0.62,0,0,0.00,2,130,15,52,0,0,2,150,10,0,0,0,14,0,0,0,0,0,0,1,9,16
"경상북도",울릉군,10395,4,62,0.60,0,0,0.00,0,0,1,20,0,0,1,42,1,0,0,0,1,0,0,0,0,0,1,0,2,3
"경상남도",소계,3428035,3342,55974,1.63,24,8845,0.07,119,15395,1488,3978,26,8264,102,19104,814,30,4,253,754,84,1,1,10,20,0,0,0,0
"경상남도",창원시,1091513,1197,18639,1.71,10,3530,0.09,39,4471,524,1332,6,1775,34,7451,301,0,1,50,275,27,1,1,6,2,-,-,-,-
"경상남도",진주시,344547,362,5026,1.46,3,1403,0.09,9,1085,167,389,3,879,4,1218,99,0,1,52,76,-,-,-,-,-,-,-,-,-
"경상남도",통영시,143545,146,1854,1.29,0,0,0.00,8,1049,76,208,1,299,1,280,31,0,-,-,28,-,-,-,1,18,-,-,-,-
"경상남도",사천시,119639,114,2795,2.34,0,0,0.00,7,1325,46,78,2,649,4,743,26,0,-,-,29,-,-,-,-,-,-,-,-,-
"경상남도",김해시,544972,494,9344,1.71,4,1216,0.07,24,2680,211,747,2,540,28,4113,122,0,-,-,103,48,-,-,-,-,-,-,-,-
"경상남도",밀양시,109547,108,2177,1.99,1,298,0.09,6,952,47,108,0,0,5,769,24,0,1,50,24,0,-,-,0,-,-,-,-,-
"경상남도",거제시,262011,211,2192,0.84,3,732,0.11,5,480,94,302,2,379,1,299,57,0,-,-,46,-,-,-,3,-,-,-,-,-
"경상남도",양산시,297607,265,6852,2.30,3,1666,0.10,2,81,123,441,6,2325,13,2199,59,30,1,101,58,9,-,-,-,-,-,-,-,-
"경상남도",의령군,30014,28,888,2.96,0,0,0.00,1,88,11,29,2,464,2,307,5,0,-,-,7,-,-,-,-,-,-,-,-,-
"경상남도",함안군,72330,54,985,1.36,0,0,0.00,3,480,24,33,0,0,2,472,12,0,-,-,13,-,-,-,-,-,-,-,-,-
"경상남도",창녕군,65376,61,2093,3.20,0,0,0.00,3,658,27,53,1,650,4,732,11,0,-,-,15,-,-,-,-,-,-,-,-,-
"경상남도",고성군,57659,50,910,1.58,0,0,0.00,3,685,22,29,0,0,1,196,10,0,-,-,14,-,-,-,-,-,-,-,-,-
"경상남도",남해군,47402,43,282,0.59,0,0,0.00,1,135,22,52,0,0,1,95,9,0,-,-,10,-,-,-,-,-,-,-,-,-
"경상남도",하동군,49783,39,545,1.09,0,0,0.00,1,183,20,58,1,304,0,0,9,0,-,-,8,-,-,-,-,-,-,-,-,-
"경상남도",산청군,36363,26,0,0.00,0,0,0.00,-,-,11,-,-,-,0,0,5,0,-,-,10,-,-,-,-,-,-,-,-,-
"경상남도",함양군,41070,40,127,0.31,0,0,0.00,1,69,21,58,-,-,0,0,9,0,-,-,9,-,-,-,-,-,-,-,-,-
"경상남도",거창군,63622,60,583,0.92,0,0,0.00,3,295,25,58,-,-,2,230,15,0,-,-,15,-,-,-,-,-,-,-,-,-
"경상남도",합천군,51035,44,682,1.34,0,0,0.00,3,679,17,3,-,-,-,-,10,0,-,-,14,-,-,-,-,-,-,-,-,-
"제주특별자치도",소계,621550,697,4705,0.76,7,2363,0.11,6,698,349,604,0,0,8,1036,166,0,0,0,160,0,1,4,0,0,0,6,11,49
"제주특별자치도",제주시,458325,548,4142,0.90,6,2133,0.13,3,521,271,517,0,0,7,967,137,0,0,0,123,0,1,4,0,0,0,3,7,23
"제주특별자치도",서귀포시,163225,149,563,0.34,1,230,0.06,3,177,78,87,0,0,1,69,29,0,0,0,37,0,0,0,0,0,0,3,4,26
